,,,Mg/Ca,StDev,,RelStDev
22747,17226,8097,0.039737,0.0057,17226,0.143443138636535
22651,17264,8096,0.030254,0.006571,17264,0.217194420572486
22555,17301,8094,0.032571,0.004876,17301,0.149703724171809
22459,17338,8093,0.038927,0.003884,17338,0.0997765047396409
22362,17376,8092,0.039296,0.004865,17376,0.123803949511401
22266,17413,8091,0.052576,0.006222,17413,0.118342970176506
22170,17451,8089,0.056327,0.010107,17451,0.179434374278765
22074,17488,8088,0.050799,0.002865,17488,0.0563987480068505
21978,17525,8087,0.046685,0.007962,17525,0.17054728499518
21881,17563,8085,0.053135,0.017729,17563,0.333659546438318
21785,17600,8084,0.049811,0.009602,17600,0.192768665555801
21689,17637,8083,0.070902,0.025436,17637,0.358748695382359
21593,17675,8082,0.065348,0.007246,17675,0.110883271102406
21497,17712,8080,0.067255,0.01115,17712,0.165786930339752
21400,17749,8079,0.048261,0.006145,17749,0.127328484697789
21304,17787,8078,0.058797,0.016899,17787,0.287412623093015
21208,17824,8076,0.058705,0.004998,17824,0.0851375521676177
21112,17861,8075,0.067166,0.021588,17861,0.321412619480094
21016,17899,8074,0.050212,0.010433,17899,0.207779016968055
20919,17936,8073,0.035179,0.014695,17936,0.417720799340516
20823,17973,8071,0.038846,0.006411,17973,0.165036297173454
20727,18011,8070,0.034851,0.010245,18011,0.293965739863992
20631,18048,8069,0.055038,0.003449,18048,0.0626657945419528
20535,18085,8067,0.041519,0.006701,18085,0.161395987379272
20438,18123,8066,0.036203,0.007326,18123,0.202358920531448
22786,17321,8094,0.049872,0.025056,17321,0.502406159769009
22692,17357,8093,0.036698,0.011886,17357,0.323886860319363
22599,17394,8091,0.035686,0.006098,17394,0.170879336434456
22506,17430,8090,0.032872,0.00313,17430,0.0952178145534193
22413,17466,8089,0.032405,0.012761,17466,0.393797253510261
22319,17502,8088,0.042603,0.008863,17502,0.208036992700045
22226,17538,8087,0.05952,0.009376,17538,0.15752688172043
22133,17575,8085,0.055832,0.010439,17575,0.186971629173234
22039,17611,8084,0.05804,0.01043,17611,0.179703652653343
21946,17647,8083,0.059391,0.014842,17647,0.249903183984105
21853,17683,8082,0.065172,0.018173,17683,0.278846744000491
21759,17719,8080,0.050757,0.011798,17719,0.232440845597652
21666,17755,8079,0.05504,0.007625,17755,0.138535610465116
21573,17792,8078,0.060494,0.010081,17792,0.166644625913314
21480,17828,8077,0.061197,0.008872,17828,0.144974426850989
21386,17864,8075,0.055054,0.0129,17864,0.234315399426018
21293,17900,8074,0.044584,0.013491,17900,0.302597344338776
21200,17936,8073,0.068007,0.01323,17936,0.19453879747673
21106,17973,8072,0.050602,0.011635,17973,0.229931623255998
21013,18009,8070,0.03946,0.003478,18009,0.0881398884946781
20920,18045,8069,0.0316,0.005349,18045,0.169272151898734
20826,18081,8068,0.033676,0.007918,18081,0.235122936215703
20733,18117,8067,0.037111,0.009815,18117,0.264476839751017
20640,18154,8065,0.053452,0.009294,18154,0.173875626730525
20547,18190,8064,0.046508,0.008823,18190,0.189709297325191
20453,18226,8063,0.029949,0.009345,18226,0.312030451768006
22901,17390,8092,0.043886,0.004581,17390,0.104384086041107
22808,17426,8091,0.031603,0.00918,17426,0.290478752017214
22714,17462,8089,0.032265,0.007523,17462,0.233162869982954
22621,17499,8088,0.03418,0.005673,17499,0.165974253949678
22527,17535,8087,0.03262,0.006878,17535,0.210852237890864
22434,17571,8086,0.035345,0.004557,17571,0.128929127174989
22340,17607,8084,0.038336,0.006601,17607,0.172188021702838
22247,17643,8083,0.054027,0.011957,17643,0.22131526829178
22153,17679,8082,0.051861,0.011315,17679,0.218179364069339
22060,17715,8081,0.052241,0.014706,17715,0.281503034015429
21966,17751,8079,0.052883,0.009376,17751,0.177297051982679
21873,17787,8078,0.058254,0.007873,17787,0.135149517629691
21779,17823,8077,0.056541,0.006973,17823,0.12332643568384
21686,17859,8076,0.055253,0.010059,17859,0.182053463160371
21593,17895,8075,0.058264,0.014603,17895,0.250635040505286
21499,17931,8073,0.062787,0.006099,17931,0.097137942567729
21406,17967,8072,0.049979,0.017552,17967,0.351187498749475
21312,18003,8071,0.051683,0.005342,18003,0.103360873014337
21219,18040,8070,0.05594,0.005697,18040,0.101841258491241
21125,18076,8068,0.058298,0.011045,18076,0.189457614326392
21032,18112,8067,0.042317,0.0104,18112,0.245764113713165
20938,18148,8066,0.033857,0.010225,18148,0.302005493694066
20845,18184,8065,0.029623,0.001745,18184,0.0589069304256827
20751,18220,8063,0.031187,0.007626,18220,0.244524962324045
20658,18256,8062,0.04825,0.006695,18256,0.138756476683938
20565,18292,8061,0.042862,0.013487,18292,0.31466100508609
20471,18328,8060,0.030422,0.008194,18328,0.269344553283808
22829,17532,8087,0.035799,0.015082,17532,0.421296684264924
22736,17568,8086,0.03464,0.006863,17568,0.198123556581986
22642,17604,8085,0.034782,0.002466,17604,0.0708987407279627
22549,17639,8084,0.030977,0.003954,17639,0.127643090034542
22455,17675,8082,0.036779,0.00591,17675,0.160689523913103
22361,17711,8081,0.045713,0.006809,17711,0.148951064248682
22268,17747,8080,0.055808,0.004802,17747,0.0860450114678899
22174,17783,8079,0.066589,0.014913,17783,0.223955908633558
22080,17819,8077,0.056478,0.003479,17819,0.061599206770778
21987,17855,8076,0.063687,0.012485,17855,0.196036867806617
21893,17891,8075,0.054411,0.016951,17891,0.311536270239474
21800,17927,8074,0.057174,0.0136,17927,0.237870360653444
21706,17963,8072,0.064052,0.014206,17963,0.22178854680572
21612,17999,8071,0.058508,0.010353,17999,0.17695016066179
21519,18035,8070,0.071372,0.018918,18035,0.265061929047806
21425,18071,8069,0.047908,0.010794,18071,0.225306838106371
21331,18107,8067,0.059762,0.009257,18107,0.154897761119106
21238,18143,8066,0.060388,0.011421,18143,0.189126978869974
21144,18179,8065,0.064207,0.004221,18179,0.0657404955845936
21051,18214,8064,0.043104,0.01067,18214,0.247540831477357
20957,18250,8063,0.030018,0.0055,18250,0.183223399293757
20863,18286,8061,0.036448,0.009039,18286,0.247997146619842
20770,18322,8060,0.041338,0.010694,18322,0.258696598771106
20676,18358,8059,0.06162,0.007376,18358,0.119701395650763
20583,18394,8058,0.039695,0.007225,18394,0.182012847965739
20489,18430,8056,0.034131,0.0066,18430,0.193372593829656
22851,17637,8084,0.040547,0.010437,17637,0.257404986805436
22757,17673,8083,0.033298,0.005172,17673,0.15532464412277
22664,17709,8082,0.034425,0.006243,17709,0.181350762527233
22570,17744,8080,0.036194,0.004977,17744,0.137508979388849
22476,17780,8079,0.031276,0.002611,17780,0.0834825425246195
22382,17816,8078,0.038142,0.004518,17816,0.118452100047192
22289,17852,8077,0.0628,0.009392,17852,0.149554140127389
22195,17888,8075,0.061491,0.010085,17888,0.164007740970223
22101,17923,8074,0.058537,0.009484,17923,0.162017185711601
22007,17959,8073,0.060397,0.006747,17959,0.111710846565227
21913,17995,8072,0.053473,0.01389,17995,0.259757260673611
21820,18031,8070,0.060808,0.015073,18031,0.247878568609393
21726,18067,8069,0.057654,0.005888,18067,0.102126478648489
21632,18102,8068,0.06726,0.018767,18102,0.279021706809396
21538,18138,8067,0.073446,0.016302,18138,0.221958990278572
21445,18174,8065,0.053344,0.01235,18174,0.231516196760648
21351,18210,8064,0.044885,0.010771,18210,0.239968809179013
21257,18246,8063,0.059776,0.016739,18246,0.280028774089936
21163,18282,8062,0.064262,0.008352,18282,0.129967943730354
21069,18317,8061,0.041183,0.008732,18317,0.212029235364107
20976,18353,8059,0.030641,0.002931,18353,0.0956561469925916
20882,18389,8058,0.029447,0.006686,18389,0.227051991713927
20788,18425,8057,0.038733,0.011827,18425,0.305346861849069
20694,18461,8056,0.050715,0.005525,18461,0.108942127575668
20601,18496,8054,0.036836,0.004036,18496,0.109566728200673
20507,18532,8053,0.03682,0.00407,18532,0.110537751222162
22873,17742,8081,0.040951,0.006447,17742,0.15743205294132
22779,17778,8079,0.035736,0.009287,17778,0.259877994179539
22685,17814,8078,0.039169,0.011759,17814,0.300211902269652
22590,17850,8077,0.034676,0.007963,17850,0.229640096896989
22496,17885,8076,0.042438,0.007496,17885,0.17663414864037
22402,17921,8074,0.035623,0.004369,17921,0.122645481851613
22308,17957,8073,0.060241,0.00832,17957,0.13811191713285
22214,17993,8072,0.066324,0.012479,17993,0.188152101803269
22120,18028,8071,0.059288,0.019415,18028,0.327469302388342
22025,18064,8070,0.062708,0.004238,18064,0.0675830834981183
21931,18100,8068,0.04805,0.012765,18100,0.265660770031217
21837,18136,8067,0.050449,0.003932,18136,0.0779400979206724
21743,18171,8066,0.057274,0.008696,18171,0.151831546600552
21649,18207,8065,0.063097,0.009944,18207,0.157598618000856
21555,18243,8063,0.06615,0.010867,18243,0.164278155706727
21460,18279,8062,0.055177,0.006921,18279,0.125432698406945
21366,18314,8061,0.052724,0.016671,18314,0.316193763750853
21272,18350,8060,0.056312,0.007526,18350,0.133648245489416
21178,18386,8058,0.068039,0.014058,18386,0.206616793309719
21084,18422,8057,0.042843,0.002891,18422,0.0674789347151226
20990,18458,8056,0.03263,0.005939,18458,0.182010419859025
20896,18493,8055,0.035347,0.006261,18493,0.177129600814779
20801,18529,8054,0.037597,0.007454,18529,0.198260499507939
20707,18565,8052,0.047184,0.003759,18565,0.0796668362156663
20613,18601,8051,0.033208,0.004538,18601,0.136653818357022
20519,18636,8050,0.03338,0.00723,18636,0.216596764529658
22894,17848,8077,0.041027,0.006931,17848,0.168937528944354
22800,17883,8076,0.030959,0.010069,17883,0.325236603249459
22705,17919,8075,0.0367,0.005872,17919,0.16
22611,17955,8074,0.034591,0.006625,17955,0.191523806770547
22516,17990,8072,0.03102,0.008602,17990,0.277304964539007
22422,18026,8071,0.036035,0.004376,18026,0.121437491327876
22327,18062,8070,0.061742,0.007024,18062,0.113763726474685
22233,18098,8069,0.058164,0.007645,18098,0.131438690598996
22138,18133,8067,0.056911,0.003608,18133,0.0633972342780833
22044,18169,8066,0.064294,0.01629,18169,0.253367343764581
21949,18205,8065,0.05751,0.014552,18205,0.253034254912189
21855,18240,8064,0.063061,0.013026,18240,0.20656190038217
21760,18276,8063,0.05785,0.015938,18276,0.275505617977528
21665,18312,8061,0.072643,0.009517,18312,0.131010558484644
21571,18348,8060,0.064937,0.010127,18348,0.155951152655651
21476,18383,8059,0.05292,0.010465,18383,0.197751322751323
21382,18419,8058,0.044153,0.009365,18419,0.212103367834575
21287,18455,8056,0.060808,0.01415,18455,0.232699644783581
21193,18490,8055,0.059819,0.00743,18490,0.124208027549775
21098,18526,8054,0.049173,0.008919,18526,0.181380025623818
21004,18562,8053,0.032341,0.0092,18562,0.284468631149315
20909,18598,8051,0.03983,0.011578,18598,0.290685413005272
20815,18633,8050,0.04046,0.013199,18633,0.32622343054869
20720,18669,8049,0.056166,0.006304,18669,0.112238720934373
20626,18705,8048,0.045709,0.006577,18705,0.143888512109213
20531,18741,8046,0.033513,0.003091,18741,0.0922328648584131
22916,17953,8074,0.04127,0.010033,17953,0.243106372667797
22821,17989,8073,0.038101,0.007425,17989,0.194876774887798
22726,18024,8072,0.029751,0.00621,18024,0.208732479580518
22631,18060,8070,0.035236,0.004005,18060,0.11366216369622
22536,18096,8069,0.036533,0.004895,18096,0.133988448799715
22442,18131,8068,0.042045,0.009265,18131,0.220359139017719
22347,18167,8067,0.052639,0.002515,18167,0.0477782632648797
22252,18203,8065,0.063367,0.015203,18203,0.239919832089258
22157,18238,8064,0.060251,0.013681,18238,0.227066770676005
22062,18274,8063,0.052017,0.013076,18274,0.251379356748755
21967,18310,8062,0.046779,0.006651,18310,0.142179182966716
21872,18345,8060,0.053085,0.011741,18345,0.221173589526232
21777,18381,8059,0.059766,0.010073,18381,0.168540641836496
21682,18417,8058,0.05877,0.011836,18417,0.201395269695423
21587,18452,8057,0.062732,0.009778,18452,0.155869412739909
21492,18488,8056,0.052245,0.009583,18488,0.18342425112451
21397,18524,8054,0.052694,0.010318,18524,0.195809769613239
21303,18559,8053,0.059013,0.009683,18559,0.164082490298748
21208,18595,8052,0.064444,0.006942,18595,0.107721432561604
21113,18631,8051,0.038455,0.011403,18631,0.296528409829671
21018,18666,8049,0.031848,0.006215,18666,0.195145692037177
20923,18702,8048,0.031381,0.003529,18702,0.112456582008222
20828,18738,8047,0.036953,0.006254,18738,0.169242010120964
20733,18773,8046,0.055059,0.006335,18773,0.115058391906864
20638,18809,8044,0.038681,0.008883,18809,0.229647630619684
20543,18845,8043,0.035014,0.009244,18845,0.264008682241389
22938,18058,8071,0.035576,0.007458,18058,0.209635709467056
22842,18094,8069,0.030928,0.007978,18094,0.257953957578893
22747,18129,8068,0.028874,0.005081,18129,0.175971462215142
22652,18165,8067,0.036134,0.005907,18165,0.163474843637571
22557,18201,8066,0.031142,0.006277,18201,0.201560593410828
22461,18236,8065,0.042756,0.008997,18236,0.210426606792029
22366,18272,8063,0.055972,0.01339,18272,0.23922675623526
22271,18308,8062,0.065908,0.012791,18308,0.194073557079565
22175,18343,8061,0.060247,0.005836,18343,0.0968678938370375
22080,18379,8060,0.058965,0.008146,18379,0.138149749851607
21985,18414,8058,0.057324,0.008277,18414,0.144389784383504
21889,18450,8057,0.052187,0.008766,18450,0.16797286680591
21794,18486,8056,0.055411,0.013173,18486,0.237732580173612
21699,18521,8055,0.0593,0.012685,18521,0.213912310286678
21604,18557,8053,0.069534,0.008533,18557,0.122716944228723
21508,18593,8052,0.052065,0.014799,18593,0.284240852780179
21413,18628,8051,0.049023,0.012226,18628,0.249393141994574
21318,18664,8050,0.067825,0.018671,18664,0.275281975672687
21222,18699,8049,0.070239,0.010639,18699,0.151468557354176
21127,18735,8047,0.046793,0.008278,18735,0.176906802299489
21032,18771,8046,0.029871,0.006592,18771,0.220682267081785
20937,18806,8045,0.03031,0.005474,18806,0.180600461893764
20841,18842,8044,0.034053,0.008884,18842,0.260887440166799
20746,18878,8042,0.04752,0.011311,18878,0.238026094276094
20651,18913,8041,0.039613,0.009961,18913,0.251457854744654
20555,18949,8040,0.035356,0.00588,18949,0.166308405928272
22959,18163,8067,0.044585,0.012724,18163,0.285387462150948
22864,18199,8066,0.03262,0.008901,18199,0.272869405272839
22768,18235,8065,0.038199,0.011091,18235,0.290347914866881
22672,18270,8064,0.037339,0.003726,18270,0.0997884249712097
22577,18306,8062,0.036918,0.007881,18306,0.213473102551601
22481,18341,8061,0.034983,0.008068,18341,0.2306263042049
22385,18377,8060,0.049589,0.007907,18377,0.159450684627639
22290,18413,8059,0.058226,0.011032,18413,0.189468622264968
22194,18448,8057,0.064181,0.01222,18448,0.190399027749646
22098,18484,8056,0.058571,0.008432,18484,0.143962028990456
22003,18519,8055,0.044209,0.003753,18519,0.0848922165169988
21907,18555,8054,0.056798,0.017348,18555,0.305433289904574
21811,18590,8053,0.063477,0.0105,18590,0.165414244529515
21716,18626,8051,0.066194,0.005931,18626,0.0896002658851255
21620,18662,8050,0.068979,0.016191,18662,0.234723611533945
21524,18697,8049,0.048148,0.004566,18697,0.0948325994849215
21429,18733,8048,0.053733,0.01018,18733,0.189455269573633
21333,18768,8046,0.057878,0.013904,18768,0.240229448149556
21237,18804,8045,0.065013,0.010546,18804,0.162213711103933
21142,18840,8044,0.042744,0.005043,18840,0.117981471083661
21046,18875,8043,0.026641,0.007021,18875,0.263541158364926
20950,18911,8041,0.033072,0.007476,18911,0.226052249637155
20855,18946,8040,0.037551,0.006494,18946,0.172938137466379
20759,18982,8039,0.053705,0.014212,18982,0.264630853738013
20663,19017,8038,0.034355,0.010262,19017,0.298704700916897
20567,19053,8037,0.039612,0.005767,19053,0.145587195799253
22981,18269,8064,0.043963,0.019755,18269,0.449355139549166
22885,18304,8063,0.030192,0.007646,18304,0.253245892951775
22789,18340,8062,0.045552,0.015402,18340,0.338119072708114
22693,18375,8060,0.033875,0.008247,18375,0.243453874538745
22597,18411,8059,0.038184,0.005241,18411,0.137256442489001
22501,18446,8058,0.039349,0.007078,18446,0.179877506416936
22405,18482,8057,0.047196,0.009695,18482,0.205419950843292
22309,18518,8055,0.061226,0.00738,18518,0.12053702675334
22213,18553,8054,0.054597,0.011577,18553,0.212044617836145
22116,18589,8053,0.057903,0.008037,18589,0.138801098388685
22020,18624,8052,0.058863,0.017162,18624,0.29155836433753
21924,18660,8050,0.048388,0.009263,18660,0.191431759940481
21828,18695,8049,0.067762,0.008543,18695,0.1260736105782
21732,18731,8048,0.062201,0.018462,18731,0.296811948360959
21636,18766,8047,0.072341,0.010424,18766,0.144095326301821
21540,18802,8046,0.055862,0.007727,18802,0.138323010275321
21444,18837,8044,0.04863,0.012549,18837,0.258050586057989
21348,18873,8043,0.05359,0.010662,18873,0.198955028923307
21252,18908,8042,0.062821,0.007118,18908,0.113306060075452
21156,18944,8041,0.037659,0.005956,18944,0.158156084866831
21060,18979,8039,0.028422,0.006304,18979,0.221800014073605
20964,19015,8038,0.033109,0.006293,19015,0.190069165483705
20868,19051,8037,0.035084,0.006717,19051,0.191454794208186
20772,19086,8036,0.051915,0.006239,19086,0.120177212751613
20676,19122,8034,0.04177,0.012872,19122,0.308163753890352
20580,19157,8033,0.040386,0.006185,19157,0.153147130193631
23003,18374,8061,0.038404,0.007978,18374,0.207738777210707
22906,18410,8059,0.030945,0.013943,18410,0.450573598319599
22810,18445,8058,0.038138,0.00481,18445,0.126120929256909
22713,18481,8057,0.04294,0.00632,18481,0.147182114578482
22617,18516,8056,0.036145,0.007569,18516,0.209406556923503
22520,18552,8054,0.030152,0.00826,18552,0.273945343592465
22424,18587,8053,0.047353,0.005203,18587,0.109876882140519
22328,18623,8052,0.054897,0.009519,18623,0.173397453412755
22231,18658,8051,0.057888,0.017285,18658,0.298593836373687
22135,18694,8050,0.058148,0.009063,18694,0.155860906651991
22038,18729,8048,0.05274,0.010716,18729,0.203185437997725
21942,18764,8047,0.054003,0.011034,18764,0.204321982112105
21845,18800,8046,0.055177,0.010114,18800,0.183301013103286
21749,18835,8045,0.058732,0.006297,18835,0.107215827828101
21653,18871,8043,0.07457,0.011085,18871,0.14865227303205
21556,18906,8042,0.053012,0.011984,18906,0.226062023692749
21460,18942,8041,0.052291,0.01228,18942,0.234839647358054
21363,18977,8040,0.062891,0.007248,18977,0.115247014676186
21267,19013,8039,0.055605,0.003238,19013,0.0582321733657045
21170,19048,8037,0.051152,0.007361,19048,0.14390444166406
21074,19084,8036,0.031719,0.007962,19084,0.251016740754753
20978,19119,8035,0.037208,0.007199,19119,0.193479896796388
20881,19155,8034,0.035105,0.004223,19155,0.120296254094858
20785,19190,8032,0.054202,0.004969,19190,0.0916755839267924
20688,19226,8031,0.036696,0.005714,19226,0.155711794201003
20592,19261,8030,0.041197,0.008187,19261,0.198728062723014
23024,18479,8057,0.033326,0.006876,18479,0.206325391586149
22927,18515,8056,0.034626,0.004044,18515,0.116790850805753
22831,18550,8055,0.033349,0.009862,18550,0.295721011124771
22734,18586,8054,0.031568,0.002887,18586,0.091453370501774
22637,18621,8052,0.028472,0.006161,18621,0.216388030345603
22540,18657,8051,0.036931,0.00412,18657,0.111559394546587
22443,18692,8050,0.042273,0.009855,18692,0.233127528209495
22347,18728,8049,0.054604,0.007779,18728,0.142462090689327
22250,18763,8048,0.051908,0.016697,18763,0.321665253910765
22153,18798,8046,0.055577,0.017683,18798,0.318171185922234
22056,18834,8045,0.054038,0.012934,18834,0.239350086975832
21959,18869,8044,0.062861,0.009831,18869,0.156392675903979
21862,18905,8043,0.05865,0.009549,18905,0.162813299232737
21766,18940,8041,0.067555,0.019562,18940,0.289571460291614
21669,18976,8040,0.064751,0.01139,18976,0.17590461923368
21572,19011,8039,0.04923,0.007281,19011,0.147897623400366
21475,19047,8038,0.04239,0.007262,19047,0.171313989148384
21378,19082,8036,0.065135,0.008648,19082,0.132770399938589
21282,19117,8035,0.062114,0.008794,19117,0.14157838812506
21185,19153,8034,0.040371,0.015435,19153,0.382328899457531
21088,19188,8033,0.032805,0.008183,19188,0.249443682365493
20991,19224,8032,0.036089,0.006616,19224,0.183324558729807
20894,19259,8030,0.041052,0.007671,19259,0.186860567085647
20798,19295,8029,0.05564,0.01561,19295,0.280553558590942
20701,19330,8028,0.041591,0.006207,19330,0.149239018056791
20604,19365,8027,0.036791,0.014734,19365,0.400478377864152
23042,18583,8054,0.041971,0.005285,18583,0.125920278287389
22945,18619,8053,0.04117,0.018769,18619,0.455890211318922
22848,18654,8052,0.03745,0.007885,18654,0.210547396528705
22751,18689,8050,0.029041,0.005439,18689,0.187286939154988
22654,18725,8049,0.032676,0.006737,18725,0.206175786509977
22557,18760,8048,0.035713,0.006041,18760,0.169154089547224
22460,18796,8047,0.039518,0.006087,18796,0.154031074447087
22363,18831,8045,0.055031,0.011261,18831,0.204630117570097
22266,18867,8044,0.05728,0.01316,18867,0.229748603351955
22169,18902,8043,0.061954,0.016343,18902,0.263792491203151
22072,18938,8042,0.055754,0.007316,18938,0.131219284714998
21975,18973,8041,0.04988,0.008998,18973,0.180392943063352
21878,19009,8039,0.064722,0.011964,19009,0.184852136831371
21781,19044,8038,0.061254,0.01385,19044,0.226107682763575
21683,19080,8037,0.065331,0.011402,19080,0.174526641257596
21586,19115,8036,0.04693,0.015584,19115,0.332069038994247
21489,19150,8034,0.047765,0.010178,19150,0.213084894797446
21392,19186,8033,0.064556,0.012686,19186,0.196511555858479
21295,19221,8032,0.058658,0.011187,19221,0.190715673906373
21198,19257,8031,0.046215,0.011662,19257,0.252342313101807
21101,19292,8029,0.033309,0.007826,19292,0.234951514605662
21004,19328,8028,0.032744,0.004848,19328,0.148057659418519
20907,19363,8027,0.033629,0.003303,19363,0.0982187992506468
20810,19399,8026,0.049281,0.009838,19399,0.199630689312311
20713,19434,8025,0.03507,0.003448,19434,0.0983176504134588
20616,19470,8023,0.034186,0.005963,19470,0.174428128473644
23060,18687,8051,0.057818,0.008491,18687,0.146857380054654
22963,18722,8050,0.039333,0.008542,18722,0.21717133196044
22866,18758,8048,0.038625,0.017424,18758,0.451106796116505
22768,18793,8047,0.030429,0.005062,18793,0.16635446449111
22671,18829,8046,0.032776,0.004983,18829,0.152031974615572
22574,18864,8045,0.035939,0.002176,18864,0.0605470380366733
22476,18900,8043,0.03652,0.006357,18900,0.174069003285871
22379,18935,8042,0.06711,0.008802,18935,0.131157800625838
22282,18971,8041,0.056471,0.00938,18971,0.166102955499283
22185,19006,8040,0.055017,0.009505,19006,0.172764781794718
22087,19042,8038,0.057519,0.013689,19042,0.237990924737913
21990,19077,8037,0.051736,0.011439,19077,0.221103293644657
21893,19112,8036,0.057522,0.011544,19112,0.200688432252008
21795,19148,8035,0.063546,0.007909,19148,0.124461020363201
21698,19183,8034,0.06736,0.015909,19183,0.236178741092637
21601,19219,8032,0.048649,0.005814,19219,0.119509136878456
21504,19254,8031,0.050905,0.009101,19254,0.178784009429329
21406,19290,8030,0.064574,0.016727,19290,0.259036144578313
21309,19325,8029,0.065968,0.018799,19325,0.28497150133398
21212,19361,8027,0.04603,0.008181,19361,0.177731913969151
21114,19396,8026,0.02991,0.008927,19396,0.298462052825142
21017,19432,8025,0.038299,0.00939,19432,0.245176114258858
20920,19467,8024,0.035267,0.00731,19467,0.207275923668018
20823,19503,8022,0.049822,0.008393,19503,0.168459716591064
20725,19538,8021,0.042053,0.010655,19538,0.253370746439017
20628,19574,8020,0.03953,0.017782,19574,0.449835567923096
23082,18789,8048,0.048628,0.009991,18789,0.205457760960763
22987,18823,8046,0.039732,0.0101,18823,0.254203161179905
22893,18858,8045,0.031792,0.01125,18858,0.353862606945143
22799,18892,8044,0.032777,0.002736,18892,0.0834731671598987
22705,18926,8043,0.036751,0.00544,18926,0.148023183042638
22611,18960,8042,0.043664,0.007298,18960,0.167139978013925
22517,18995,8040,0.042283,0.007315,18995,0.173000969656836
22423,19029,8039,0.060189,0.005191,19029,0.0862449949326289
22329,19063,8038,0.058407,0.006412,19063,0.109781361823069
22235,19097,8037,0.057945,0.00991,19097,0.1710242471309
22141,19131,8036,0.049114,0.01172,19131,0.238628496966242
22047,19166,8034,0.044841,0.007847,19166,0.174996097321648
21953,19200,8033,0.057283,0.006508,19200,0.113611368119686
21859,19234,8032,0.063153,0.009964,19234,0.157775560939306
21765,19268,8031,0.062967,0.01412,19268,0.2242444455032
21671,19303,8030,0.060927,0.017275,19303,0.283536034927044
21577,19337,8029,0.059407,0.012196,19337,0.205295672227179
21483,19371,8027,0.048637,0.009032,19371,0.185702243148221
21389,19405,8026,0.071091,0.010146,19405,0.142718487572267
21295,19439,8025,0.043482,0.005012,19439,0.115266087116508
21201,19474,8024,0.036291,0.007309,19474,0.201399796092695
21107,19508,8023,0.036551,0.006844,19508,0.187245219009056
21013,19542,8021,0.034484,0.005449,19542,0.158015311448788
20919,19576,8020,0.036271,0.002833,19576,0.0781064762482424
20825,19611,8019,0.047561,0.005572,19611,0.117154811715481
20730,19645,8018,0.041618,0.011783,19645,0.283122687298765
20636,19679,8017,0.036668,0.012349,19679,0.336778662594088
23099,18893,8044,0.064689,0.011274,18893,0.174280016695265
23005,18927,8043,0.036784,0.005783,18927,0.157215093518921
22911,18961,8042,0.036877,0.006603,18961,0.179054695338558
22817,18996,8041,0.031087,0.004905,18996,0.157782996107698
22722,19030,8039,0.033392,0.009282,19030,0.277970771442262
22628,19064,8038,0.033053,0.002974,19064,0.0899767040813239
22534,19098,8037,0.039226,0.006562,19098,0.167287003518075
22440,19133,8036,0.05236,0.007718,19133,0.147402597402597
22345,19167,8035,0.067366,0.006926,19167,0.102811507288543
22251,19201,8034,0.054139,0.004439,19201,0.0819926485527993
22157,19235,8032,0.047517,0.006027,19235,0.126838815581792
22062,19269,8031,0.055964,0.013506,19269,0.24133371453077
21968,19304,8030,0.043613,0.008275,19304,0.189737005021439
21874,19338,8029,0.060862,0.007027,19338,0.115457921198778
21780,19372,8028,0.063909,0.020339,19372,0.318249385845499
21685,19406,8026,0.059521,0.011086,19406,0.186253591169503
21591,19441,8025,0.061937,0.010762,19441,0.173757204901755
21497,19475,8024,0.04747,0.010925,19475,0.230145354961028
21403,19509,8023,0.062061,0.009251,19509,0.149063018642948
21308,19543,8022,0.049231,0.012873,19543,0.261481586805062
21214,19578,8020,0.03156,0.005266,19578,0.166856780735108
21120,19612,8019,0.030908,0.006098,19612,0.19729519865407
21026,19646,8018,0.035477,0.003143,19646,0.0885926092961637
20931,19680,8017,0.039736,0.013546,19680,0.340899939601369
20837,19715,8016,0.049449,0.009429,19715,0.190681308014318
20743,19749,8015,0.038417,0.00765,19749,0.199130593226957
20648,19783,8013,0.034061,0.006826,19783,0.200405155456387
23117,18996,8041,0.077346,0.0041,18996,0.0530085589429318
23023,19031,8040,0.041579,0.005851,19031,0.14072007503788
22928,19065,8039,0.040994,0.015735,19065,0.383836659023272
22834,19099,8037,0.041679,0.003628,19099,0.0870462343146429
22739,19133,8036,0.034884,0.00842,19133,0.241371402362114
22645,19168,8035,0.031365,0.007763,19168,0.247505180934162
22550,19202,8034,0.036744,0.004369,19202,0.11890376660135
22456,19236,8033,0.056689,0.010252,19236,0.180846372312089
22361,19271,8031,0.060509,0.005113,19271,0.0844998264720951
22267,19305,8030,0.062707,0.008353,19305,0.133206819015421
22172,19339,8029,0.052852,0.013378,19339,0.253121925376523
22078,19373,8028,0.057926,0.016336,19373,0.28201498463557
21983,19408,8027,0.058447,0.006602,19408,0.11295703800024
21889,19442,8026,0.059725,0.014107,19442,0.236199246546672
21794,19476,8024,0.074375,0.008116,19476,0.10912268907563
21700,19510,8023,0.073086,0.017677,19510,0.241865747201926
21605,19545,8022,0.055628,0.012565,19545,0.225875458402243
21511,19579,8021,0.049339,0.008125,19579,0.164677030341109
21416,19613,8020,0.060105,0.008683,19613,0.144463854920556
21322,19647,8018,0.056096,0.01404,19647,0.250285225328009
