,,,Mg/Ca,StDev,,RelStDev
17498,28458,7734,0.044647,0.010208,28458,0.228637982395234
17312,28534,7731,0.047888,0.004914,28534,0.102614433678583
17127,28610,7729,0.0507,0.008144,28610,0.160631163708087
18348,28144,7745,0.035964,0.00875,28144,0.243298854409966
18162,28220,7742,0.044079,0.016887,28220,0.383107602259579
17976,28295,7739,0.032089,0.009243,28295,0.288042631431332
17790,28371,7737,0.040151,0.002293,28371,0.057109411969814
17603,28447,7734,0.046198,0.009395,28447,0.203363781981904
17417,28522,7732,0.044289,0.010478,28522,0.236582447108763
17231,28598,7729,0.036428,0.009351,28598,0.256698144284616
17045,28674,7726,0.04715,0.003788,28674,0.08033934252386
19573,27680,7761,0.051625,0.020163,27680,0.390566585956417
19480,27717,7759,0.039422,0.011409,27717,0.289406930140531
19387,27755,7758,0.04409,0.007424,27755,0.168382853254706
19294,27793,7757,0.039355,0.005756,27793,0.146258416973701
19201,27831,7756,0.03721,0.005863,27831,0.15756517065305
19107,27869,7754,0.03926,0.005657,27869,0.144090677534386
19014,27906,7753,0.039699,0.007685,27906,0.193581702309882
18921,27944,7752,0.036167,0.003986,27944,0.11021096579755
18828,27982,7750,0.032884,0.00627,27982,0.190670234764627
18735,28020,7749,0.032447,0.009776,28020,0.301291336641292
18641,28058,7748,0.03076,0.001785,28058,0.0580299089726918
18548,28095,7746,0.041212,0.010547,28095,0.25592060564884
18455,28133,7745,0.054384,0.014353,28133,0.263919535157399
18269,28209,7743,0.035143,0.009227,28209,0.26255584326893
18082,28284,7740,0.033624,0.005925,28284,0.176213418986438
17896,28360,7737,0.037141,0.006405,28360,0.17245093023882
17709,28436,7735,0.036635,0.006284,28436,0.171529957690733
17523,28511,7732,0.043664,0.007895,28511,0.180812568706486
17337,28587,7730,0.032108,0.007865,28587,0.244954528466426
17150,28662,7727,0.033106,0.006923,28662,0.209116172295052
16964,28738,7724,0.037415,0.003949,28738,0.105545904049178
18376,28198,7743,0.044837,0.011352,28198,0.25318375448848
18189,28274,7740,0.036641,0.00911,28274,0.248628585464371
18003,28349,7738,0.03368,0.006182,28349,0.18355106888361
17816,28425,7735,0.045805,0.006422,28425,0.140203034603209
17629,28500,7733,0.039284,0.005751,28500,0.146395479075451
17443,28576,7730,0.033741,0.005678,28576,0.168281912213627
17256,28651,7727,0.045195,0.015035,28651,0.33266954309105
17069,28727,7725,0.038304,0.007199,28727,0.187943817878028
16882,28802,7722,0.034637,0.009858,28802,0.284608944192626
19607,27736,7759,0.060516,0.02525,27736,0.417245026108798
19420,27811,7756,0.045899,0.008997,27811,0.196017342425761
19326,27849,7755,0.046626,0.003957,27849,0.0848668125080427
19233,27887,7754,0.047505,0.010302,27887,0.216861383012315
19139,27924,7752,0.040653,0.008207,27924,0.201879320099378
19046,27962,7751,0.038766,0.013207,27962,0.340685136459784
18952,28000,7750,0.040779,0.009011,28000,0.220971578508546
18858,28038,7749,0.040639,0.007518,28038,0.18499470951549
18765,28075,7747,0.041314,0.012768,28075,0.309047780413419
18671,28113,7746,0.036128,0.009359,28113,0.25905115146147
18578,28151,7745,0.042963,0.007793,28151,0.181388636733934
18484,28188,7743,0.043416,0.005708,28188,0.131472268288189
18297,28264,7741,0.053309,0.008143,28264,0.152750942617569
18110,28339,7738,0.038336,0.008467,28339,0.220862896494157
17923,28414,7736,0.04176,0.008651,28414,0.207159961685824
17736,28490,7733,0.046916,0.01158,28490,0.246824111177424
17549,28565,7730,0.036845,0.007359,28565,0.199728592753427
17362,28640,7728,0.040847,0.014497,28640,0.35490978529635
17175,28716,7725,0.043265,0.007522,28716,0.17385877730267
16988,28791,7723,0.052488,0.012337,28791,0.23504420057918
16801,28867,7720,0.056543,0.012158,28867,0.215022195497232
18405,28250,7741,0.052397,0.005861,28250,0.111857549096322
18218,28325,7739,0.039527,0.006618,28325,0.167429858071698
18030,28400,7736,0.028849,0.007105,28400,0.246282366806475
17843,28474,7734,0.042949,0.009991,28474,0.23262474097185
17655,28549,7731,0.045693,0.010746,28549,0.235178254874926
17468,28624,7729,0.042196,0.013017,28624,0.308488956299175
17280,28699,7726,0.036461,0.013479,28699,0.369682674638655
17093,28773,7723,0.059706,0.013826,28773,0.231568016614746
16905,28848,7721,0.054843,0.027551,28848,0.502361285852342
16718,28923,7718,0.066452,0.035137,28923,0.528757599470294
19258,27940,7752,0.085105,0.020815,27940,0.244580224428647
19164,27977,7751,0.066466,0.013825,27977,0.208001083260614
19070,28015,7750,0.05844,0.007034,28015,0.120362765229295
18977,28052,7748,0.055509,0.005213,28052,0.0939126988416293
18883,28089,7747,0.043259,0.016842,28089,0.38932938810421
18789,28126,7746,0.034704,0.013299,28126,0.383212309820194
18696,28163,7744,0.039568,0.004023,28163,0.101673069146785
18602,28200,7743,0.049638,0.005332,28200,0.107417704178251
18508,28237,7742,0.043707,0.007551,28237,0.172764088132336
18321,28311,7739,0.063533,0.02294,28311,0.361072198699888
18133,28385,7737,0.048715,0.010594,28385,0.217468952068152
17946,28460,7734,0.029578,0.010938,28460,0.369801879775509
18424,28298,7740,0.051824,0.008179,28298,0.157822630441494
18237,28372,7737,0.040225,0.006504,28372,0.161690490988191
17768,28556,7731,0.035164,0.00551,28556,0.156694346490729
17581,28630,7728,0.037146,0.008982,28630,0.241802616701664
17394,28703,7726,0.055504,0.008101,28703,0.145953444796771
17206,28777,7723,0.044737,0.006577,28777,0.14701477524197
17019,28851,7721,0.046212,0.00987,28851,0.213580888081018
16832,28924,7718,0.049102,0.005212,28924,0.106146389149118
16644,28998,7716,0.052316,0.003863,28998,0.0738397430996253
19276,27995,7750,0.462468,0.726188,27995,1.57024486018492
19089,28068,7748,0.09648,0.050994,28068,0.528544776119403
18995,28104,7747,0.080043,0.022382,28104,0.279624701722824
18901,28141,7745,0.059889,0.02074,28141,0.346307335236855
18808,28177,7744,0.050838,0.009003,28177,0.177091939100673
18714,28214,7743,0.040387,0.003841,28214,0.0951048604749053
18620,28250,7742,0.039432,0.009375,28250,0.237751065124772
18527,28287,7740,0.048199,0.005972,28287,0.123902985539119
18340,28360,7738,0.047839,0.012814,28360,0.267856769581304
18152,28433,7735,0.048502,0.012401,28433,0.255680178136984
18059,28470,7734,0.050332,0.016215,28470,0.322160851943098
17965,28506,7733,0.043101,0.008161,28506,0.189345954850235
17871,28543,7731,0.043907,0.008213,28543,0.187054456009292
17684,28616,7729,0.038568,0.009308,28616,0.241339970960382
17497,28689,7726,0.03962,0.011243,28689,0.283770822816759
17310,28762,7724,0.041963,0.003227,28762,0.0769010795224364
17122,28835,7721,0.041932,0.004673,28835,0.111442335209387
16935,28908,7719,0.042873,0.006017,28908,0.140344739113195
16748,28981,7716,0.046316,0.008977,28981,0.193820709905864
16561,29054,7714,0.049244,0.012665,29054,0.257188693038746
18442,28349,7738,0.043721,0.009424,28349,0.215548592209693
18255,28421,7736,0.032034,0.007182,28421,0.224199288256228
17787,28603,7729,0.03612,0.014077,28603,0.389728682170543
16477,29110,7712,0.047541,0.013612,29110,0.286321280578869
18919,28195,7744,0.112837,0.073634,28195,0.652569635846398
18826,28231,7742,0.079572,0.026193,28231,0.329173578645755
18732,28267,7741,0.042975,0.011299,28267,0.262920302501454
18639,28303,7740,0.045239,0.008301,28303,0.183492119631292
18545,28339,7739,0.042064,0.007051,28339,0.167625523012552
18358,28411,7736,0.023896,0.006059,28411,0.253557080682959
18171,28483,7734,0.029027,0.004412,28483,0.15199641712888
18077,28519,7732,0.036009,0.008438,28519,0.234330306312311
17984,28555,7731,0.041413,0.006145,28555,0.14838335788279
17890,28591,7730,0.056043,0.006568,28591,0.117195724711382
17703,28663,7728,0.041478,0.005495,28663,0.132479868846135
17609,28699,7726,0.037915,0.008094,28699,0.213477515495187
17422,28771,7724,0.044158,0.015798,28771,0.357760768150731
17235,28843,7721,0.05042,0.007834,28843,0.155374851249504
17048,28915,7719,0.045235,0.014937,28915,0.330208909030618
16861,28987,7716,0.039564,0.010113,28987,0.255611161662117
16674,29059,7714,0.043016,0.012479,29059,0.290101357634369
16393,29167,7710,0.048208,0.013011,29167,0.269892963823432
19022,28187,7744,0.109227,0.053774,28187,0.492314171404506
18461,28402,7737,0.042811,0.010382,28402,0.242507766695475
18274,28473,7734,0.027709,0.005174,28473,0.186726334403984
17806,28651,7728,0.056747,0.016616,28651,0.292808430401607
17525,28759,7724,0.033267,0.006688,28759,0.20104006973878
17338,28830,7722,0.045156,0.011227,28830,0.248626982017893
17151,28901,7719,0.060921,0.013393,28901,0.21984209057632
16964,28973,7717,0.04841,0.011534,28973,0.238256558562281
16777,29044,7714,0.046031,0.009916,29044,0.21542004301449
16590,29116,7712,0.037933,0.006351,29116,0.16742677879419
16309,29223,7708,0.04163,0.011544,29223,0.277300024021139
18744,28325,7739,0.087785,0.032198,28325,0.366782479922538
18647,28361,7738,0.06796,0.018668,28361,0.274690994702766
18551,28398,7737,0.052057,0.009377,28398,0.180129473461782
18358,28471,7734,0.040945,0.014184,28471,0.34641592380022
18165,28544,7732,0.025614,0.006059,28544,0.23655032404154
18068,28581,7730,0.033438,0.002905,28581,0.0868772055744961
17972,28617,7729,0.039645,0.004552,28617,0.114819018791777
17875,28654,7728,0.039281,0.006347,28654,0.161579389526743
17682,28727,7725,0.053168,0.006919,28727,0.130134667469154
17586,28764,7724,0.029278,0.006965,28764,0.237891932509051
17489,28800,7723,0.035889,0.005783,28800,0.161135724038006
17393,28837,7722,0.039959,0.011014,28837,0.27563252333642
17296,28873,7720,0.035223,0.015073,28873,0.427930613519575
17103,28946,7718,0.044048,0.007136,28946,0.162005085361424
16910,29020,7715,0.033421,0.007471,29020,0.223542084318243
16717,29093,7713,0.042885,0.003926,29093,0.0915471610120089
16524,29166,7710,0.042508,0.008178,29166,0.192387315328879
16235,29276,7707,0.037754,0.00845,29276,0.223817343857604
18466,28461,7735,0.061149,0.018833,28461,0.307985412680502
18273,28533,7732,0.044468,0.008692,28533,0.195466402806513
17791,28715,7726,0.049053,0.006613,28715,0.13481336513567
17212,28933,7718,0.02763,0.005932,28933,0.214694173000362
17019,29005,7716,0.036413,0.00601,29005,0.16505094334441
16826,29078,7713,0.042655,0.009526,29078,0.223326690892041
16634,29150,7711,0.048247,0.008282,29150,0.171658341451282
16441,29223,7708,0.043672,0.006281,29223,0.143822128594981
16344,29259,7707,0.041431,0.004094,29259,0.0988148970577587
16151,29332,7705,0.041057,0.005521,29332,0.134471588279709
18575,28452,7735,0.064871,0.016566,28452,0.255368346410569
18382,28524,7733,0.046337,0.008605,28524,0.185704728402788
18189,28596,7730,0.03336,0.007595,28596,0.227667865707434
18093,28632,7729,0.041164,0.003964,28632,0.0962977358857254
17996,28668,7728,0.032792,0.013136,28668,0.400585508660649
17900,28704,7726,0.034354,0.009234,28704,0.268789660592653
17707,28776,7724,0.043656,0.007892,28776,0.180776983690673
17610,28812,7723,0.044184,0.010793,28812,0.244273945319573
17514,28848,7721,0.048636,0.008711,28848,0.179106012007566
17418,28884,7720,0.033103,0.007529,28884,0.227441621605293
17321,28920,7719,0.02544,0.004008,28920,0.157547169811321
17128,28992,7716,0.033796,0.004146,28992,0.122677239910049
16935,29064,7714,0.032189,0.006336,29064,0.196837428935351
16742,29136,7711,0.035672,0.004058,29136,0.113758690289303
16067,29388,7703,0.047335,0.011857,29388,0.250491179888032
18490,28516,7733,0.084597,0.038585,28516,0.45610364433727
18297,28587,7731,0.075446,0.020307,28587,0.269159398775283
17815,28766,7724,0.047857,0.009123,28766,0.190630419792298
17237,28980,7717,0.032211,0.011359,28980,0.352643506876533
17044,29051,7714,0.033094,0.009236,29051,0.279083821840817
16851,29123,7712,0.03175,0.005502,29123,0.173291338582677
16659,29194,7710,0.043763,0.014878,29194,0.339967552498686
16562,29230,7708,0.048063,0.013245,29230,0.275575806753636
16273,29337,7705,0.044181,0.007683,29337,0.173898282066952
15984,29444,7701,0.047364,0.00645,29444,0.136179376741829
18405,28579,7731,0.054877,0.014911,28579,0.271716748364524
18213,28650,7728,0.051232,0.009956,28650,0.194331667707683
18116,28686,7727,0.074478,0.014931,28686,0.200475308144687
18020,28721,7726,0.052416,0.010604,28721,0.20230463980464
17924,28756,7725,0.029112,0.005603,28756,0.192463588898049
17731,28827,7722,0.033486,0.006554,28827,0.195723585976229
17635,28863,7721,0.042024,0.006101,28863,0.145178945364554
17538,28898,7720,0.054703,0.005886,28898,0.107599217593185
17442,28934,7719,0.055458,0.010185,28934,0.183652493779076
17345,28969,7717,0.045631,0.012344,28969,0.270517849707436
17153,29040,7715,0.032672,0.012746,29040,0.390119980411361
16960,29111,7712,0.034889,0.015362,29111,0.440310699647453
16767,29182,7710,0.032155,0.011586,29182,0.360317213497123
16478,29288,7706,0.047343,0.009393,29288,0.198403143020087
16382,29323,7705,0.040127,0.009198,29323,0.229222219453236
16189,29394,7703,0.040839,0.011107,29394,0.27197042043145
15900,29501,7699,0.03624,0.004161,29501,0.114817880794702
18321,28643,7729,0.073551,0.015042,28643,0.204511155524738
17838,28820,7723,0.048565,0.010609,28820,0.218449500669206
17260,29032,7715,0.037803,0.009657,29032,0.255455916197127
17067,29102,7713,0.030596,0.007323,29102,0.239345012419924
16874,29173,7710,0.036963,0.01695,29173,0.458566674782891
16681,29243,7708,0.039726,0.00689,29243,0.173438050646931
16584,29279,7707,0.037789,0.007923,29279,0.209664187991214
16295,29385,7703,0.040768,0.006617,29385,0.162308673469388
16102,29455,7701,0.033351,0.009117,29455,0.273365116488261
16006,29491,7699,0.038194,0.008002,29491,0.209509347017856
15813,29561,7697,0.040071,0.004319,29561,0.107783683960969
18236,28707,7727,0.10401,0.039896,28707,0.383578502067109
18139,28742,7725,0.073949,0.032703,28742,0.442237217541819
18043,28777,7724,0.089646,0.009729,28777,0.108526872364634
17946,28813,7723,0.064652,0.021941,28813,0.339370785126524
17753,28883,7721,0.042763,0.0065,28883,0.152000561232841
17656,28918,7719,0.035908,0.005068,28918,0.141138464966024
17560,28953,7718,0.038675,0.006731,28953,0.174040077569489
17463,28989,7717,0.043923,0.006128,28989,0.139516881815905
17367,29024,7716,0.051387,0.004288,29024,0.0834452293381595
17174,29094,7713,0.035349,0.005897,29094,0.166822258055391
16980,29164,7711,0.027176,0.00448,29164,0.164851339417133
16787,29235,7708,0.04744,0.013093,29235,0.275990725126475
16498,29340,7705,0.038223,0.00579,29340,0.151479475708343
16401,29375,7704,0.049601,0.010364,29375,0.208947400254027
16208,29446,7701,0.035798,0.00563,29446,0.157271355941673
15918,29551,7697,0.037754,0.013281,29551,0.351777295121047
15725,29622,7695,0.039516,0.015425,29622,0.390348213381921
15629,29657,7694,0.066114,0.015892,29657,0.240372689596757
17861,28876,7721,0.089778,0.025805,28876,0.287431219229655
17281,29086,7714,0.053585,0.004083,29086,0.0761966968368013
17088,29157,7711,0.039585,0.004511,29157,0.113957307060755
16894,29227,7709,0.030548,0.017422,29227,0.570315568940684
16701,29297,7706,0.0347,0.008361,29297,0.240951008645533
16604,29332,7705,0.032926,0.010591,29332,0.32166069367673
16314,29437,7701,0.055398,0.009424,29437,0.170114444564786
16121,29507,7699,0.036379,0.008337,29507,0.229170675389648
16025,29542,7698,0.047283,0.007566,29542,0.160015227460187
15831,29612,7695,0.036727,0.010929,29612,0.297573991886078
15541,29717,7692,0.046166,0.010526,29717,0.228003292466317
18263,28766,7725,0.241362,0.077357,28766,0.320501984570894
18070,28836,7722,0.058218,0.015998,28836,0.274794737022914
17973,28871,7721,0.065863,0.029329,28871,0.445303129222781
17779,28940,7719,0.067608,0.013198,28940,0.19521358419122
17682,28975,7718,0.052305,0.013534,28975,0.258751553388777
17585,29010,7716,0.03652,0.00857,29010,0.234665936473165
17488,29045,7715,0.040018,0.009225,29045,0.230521265430556
17392,29080,7714,0.048391,0.021703,29080,0.448492488272613
17198,29150,7711,0.060732,0.007203,29150,0.118603042876902
17004,29219,7709,0.044092,0.007484,29219,0.169736006531797
16810,29289,7707,0.035378,0.01044,29289,0.295098648877834
16520,29394,7703,0.037286,0.007621,29394,0.204393069784906
16423,29429,7702,0.03795,0.011666,29429,0.307404479578393
16229,29499,7699,0.04453,7.97E-4,29499,0.0178980462609477
15938,29603,7696,0.034273,0.004732,29603,0.138067866833951
15745,29673,7693,0.033132,0.009535,29673,0.287788240975492
15648,29708,7692,0.041901,0.004514,29708,0.107730125772655
15454,29778,7690,0.042576,0.008841,29778,0.207652198421646
17891,28935,7719,0.076751,0.019607,28935,0.255462469544371
17309,29144,7712,0.041372,0.011696,29144,0.282703277579039
17115,29213,7709,0.04958,0.002206,29213,0.0444937474788221
16920,29282,7707,0.050299,0.009229,29282,0.183482773017356
16726,29352,7705,0.036411,0.010294,29352,0.282716761418253
16629,29387,7703,0.036876,0.019085,29387,0.517545286907474
16338,29491,7700,0.0438,0.009134,29491,0.208538812785388
16144,29560,7697,0.044214,0.005059,29560,0.114420771701271
16047,29595,7696,0.043426,0.001515,29595,0.0348869340947819
15852,29664,7694,0.033876,0.006386,29664,0.188511040264494
15561,29769,7690,0.046993,0.012559,29769,0.267252569531632
15367,29838,7688,0.041055,0.006921,29838,0.168578735842163
17819,28997,7717,0.071814,0.010025,28997,0.139596736012477
17725,29030,7716,0.060913,0.010091,29030,0.165662502257318
17631,29064,7715,0.060237,0.004737,29064,0.0786393744708402
