X,Y,Z,MgCa,Err
8394.000000,24461.000000,6158.000000,0.179558,NaN
8377.000000,24509.000000,6160.000000,0.182153,NaN
8359.000000,24556.000000,6162.000000,0.171793,NaN
8342.000000,24604.000000,6164.000000,0.174132,NaN
8325.000000,24651.000000,6166.000000,0.171569,NaN
8307.000000,24699.000000,6167.000000,0.175721,NaN
8290.000000,24746.000000,6169.000000,0.166386,NaN
8272.000000,24794.000000,6171.000000,0.160321,NaN
8255.000000,24841.000000,6173.000000,0.157126,NaN
8236.000000,24889.000000,6175.000000,0.160341,NaN
8217.000000,24937.000000,6177.000000,0.154583,NaN
8198.000000,24985.000000,6179.000000,0.153752,NaN
8179.000000,25033.000000,6181.000000,0.148183,NaN
8160.000000,25081.000000,6183.000000,0.153031,NaN
8141.000000,25129.000000,6185.000000,0.153556,NaN
8122.000000,25177.000000,6187.000000,0.156133,NaN
8103.000000,25225.000000,6189.000000,0.149396,NaN
8084.000000,25273.000000,6191.000000,0.152452,NaN
8065.000000,25321.000000,6193.000000,0.155036,NaN
8046.000000,25369.000000,6195.000000,0.158620,NaN
8020.000000,25413.000000,6196.000000,0.153495,NaN
7994.000000,25457.000000,6198.000000,0.155567,NaN
7968.000000,25501.000000,6200.000000,0.150670,NaN
7942.000000,25545.000000,6202.000000,0.150515,NaN
7916.000000,25589.000000,6203.000000,0.152081,NaN
7890.000000,25633.000000,6205.000000,0.156361,NaN
7863.000000,25678.000000,6207.000000,0.152388,NaN
7837.000000,25722.000000,6208.000000,0.148533,NaN
7811.000000,25766.000000,6210.000000,0.147370,NaN
7785.000000,25810.000000,6212.000000,0.148780,NaN
7759.000000,25854.000000,6214.000000,0.153914,NaN
7733.000000,25898.000000,6215.000000,0.153897,NaN
7704.000000,25942.000000,6217.000000,0.153217,NaN
7674.000000,25986.000000,6219.000000,0.162524,NaN
7645.000000,26030.000000,6221.000000,0.165199,NaN
7615.000000,26075.000000,6222.000000,0.163045,NaN
7586.000000,26119.000000,6224.000000,0.164713,NaN
7557.000000,26163.000000,6226.000000,0.159485,NaN
7527.000000,26207.000000,6227.000000,0.159058,NaN
7498.000000,26251.000000,6229.000000,0.166702,NaN
7469.000000,26295.000000,6231.000000,0.159715,NaN
7439.000000,26340.000000,6233.000000,0.157520,NaN
7410.000000,26384.000000,6234.000000,0.149489,NaN
7380.000000,26428.000000,6236.000000,0.158192,NaN
7351.000000,26472.000000,6238.000000,0.155654,NaN
7317.000000,26513.000000,6239.000000,0.157988,NaN
7283.000000,26555.000000,6241.000000,0.169486,NaN
7249.000000,26596.000000,6242.000000,0.169741,NaN
7215.000000,26637.000000,6244.000000,0.170967,NaN
7181.000000,26679.000000,6246.000000,0.176492,NaN
7146.000000,26720.000000,6247.000000,0.175565,NaN
7112.000000,26761.000000,6249.000000,0.168821,NaN
7078.000000,26803.000000,6250.000000,0.168158,NaN
7044.000000,26844.000000,6252.000000,0.169359,NaN
7010.000000,26885.000000,6253.000000,0.167929,NaN
6976.000000,26927.000000,6255.000000,0.174284,NaN
6942.000000,26968.000000,6257.000000,0.170395,NaN
6903.000000,27005.000000,6258.000000,0.172398,NaN
6864.000000,27041.000000,6259.000000,0.174670,NaN
6825.000000,27078.000000,6261.000000,0.176082,NaN
6786.000000,27115.000000,6262.000000,0.173174,NaN
6747.000000,27151.000000,6263.000000,0.180561,NaN
6708.000000,27188.000000,6265.000000,0.190820,NaN
6670.000000,27225.000000,6266.000000,0.183149,NaN
6631.000000,27261.000000,6267.000000,0.182194,NaN
6592.000000,27298.000000,6269.000000,0.173472,NaN
6553.000000,27335.000000,6270.000000,0.180423,NaN
6514.000000,27371.000000,6271.000000,0.186311,NaN
6475.000000,27408.000000,6273.000000,0.180402,NaN
6432.000000,27443.000000,6274.000000,0.174193,NaN
6390.000000,27478.000000,6275.000000,0.182419,NaN
6347.000000,27513.000000,6276.000000,0.184017,NaN
6304.000000,27548.000000,6278.000000,0.181831,NaN
6261.000000,27583.000000,6279.000000,0.192691,NaN
6219.000000,27618.000000,6280.000000,0.181805,NaN
6176.000000,27653.000000,6281.000000,0.180840,NaN
6130.000000,27683.000000,6282.000000,0.185230,NaN
6084.000000,27714.000000,6283.000000,0.182342,NaN
6038.000000,27744.000000,6284.000000,0.185643,NaN
5992.000000,27775.000000,6285.000000,0.185671,NaN
5945.000000,27805.000000,6286.000000,0.194576,NaN
5899.000000,27836.000000,6288.000000,0.195780,NaN
5853.000000,27866.000000,6289.000000,0.188502,NaN
5807.000000,27897.000000,6290.000000,0.195770,NaN
5761.000000,27927.000000,6291.000000,0.191924,NaN
5719.000000,27958.000000,6292.000000,0.193132,NaN
5678.000000,27990.000000,6293.000000,0.184357,NaN
5636.000000,28021.000000,6294.000000,0.193705,NaN
5594.000000,28052.000000,6295.000000,0.181686,NaN
5553.000000,28084.000000,6296.000000,0.192116,NaN
5511.000000,28115.000000,6297.000000,0.198290,NaN
5470.000000,28147.000000,6298.000000,0.191868,NaN
5428.000000,28178.000000,6299.000000,0.194144,NaN
5386.000000,28209.000000,6300.000000,0.199170,NaN
5345.000000,28241.000000,6302.000000,0.213595,NaN
5303.000000,28272.000000,6303.000000,0.202431,NaN
5257.000000,28296.000000,6303.000000,0.204253,NaN
5211.000000,28319.000000,6304.000000,0.196531,NaN
5165.000000,28343.000000,6305.000000,0.189282,NaN
5119.000000,28367.000000,6306.000000,0.187342,NaN
5073.000000,28390.000000,6306.000000,0.180256,NaN
5026.000000,28414.000000,6307.000000,0.177146,NaN
4980.000000,28437.000000,6308.000000,0.171363,NaN
4934.000000,28461.000000,6309.000000,0.182115,NaN
4888.000000,28485.000000,6309.000000,0.175913,NaN
4842.000000,28508.000000,6310.000000,0.175775,NaN
4796.000000,28532.000000,6311.000000,0.182225,NaN
4746.000000,28553.000000,6311.000000,0.181467,NaN
4696.000000,28573.000000,6312.000000,0.171240,NaN
4646.000000,28594.000000,6313.000000,0.180190,NaN
4596.000000,28614.000000,6313.000000,0.177093,NaN
4546.000000,28635.000000,6314.000000,0.182133,NaN
4496.000000,28656.000000,6314.000000,0.176318,NaN
4445.000000,28676.000000,6315.000000,0.176968,NaN
4395.000000,28697.000000,6315.000000,0.168588,NaN
4345.000000,28717.000000,6316.000000,0.177807,NaN
4295.000000,28738.000000,6317.000000,0.180335,NaN
4245.000000,28758.000000,6317.000000,0.173849,NaN
4195.000000,28779.000000,6318.000000,0.177972,NaN
4149.000000,28801.000000,6318.000000,0.183710,NaN
4104.000000,28824.000000,6319.000000,0.185234,NaN
4058.000000,28846.000000,6320.000000,0.178959,NaN
4013.000000,28868.000000,6321.000000,0.179837,NaN
3967.000000,28891.000000,6321.000000,0.174974,NaN
3921.000000,28913.000000,6322.000000,0.168885,NaN
3876.000000,28935.000000,6323.000000,0.168496,NaN
3830.000000,28958.000000,6323.000000,0.166536,NaN
3785.000000,28980.000000,6324.000000,0.179128,NaN
3739.000000,29002.000000,6325.000000,0.178317,NaN
3693.000000,29025.000000,6325.000000,0.185006,NaN
3648.000000,29047.000000,6326.000000,0.184163,NaN
3602.000000,29069.000000,6327.000000,0.181247,NaN
3557.000000,29092.000000,6327.000000,0.191137,NaN
3511.000000,29114.000000,6328.000000,0.180700,NaN
3466.000000,29139.000000,6329.000000,0.174515,NaN
3421.000000,29164.000000,6330.000000,0.177202,NaN
3376.000000,29189.000000,6330.000000,0.168894,NaN
3332.000000,29214.000000,6331.000000,0.179681,NaN
3287.000000,29239.000000,6332.000000,0.193401,NaN
3242.000000,29264.000000,6333.000000,0.182069,NaN
3197.000000,29289.000000,6334.000000,0.168599,NaN
3152.000000,29314.000000,6334.000000,0.179592,NaN
3102.000000,29342.000000,6335.000000,0.163617,NaN
3052.000000,29371.000000,6336.000000,0.135391,NaN
3002.000000,29400.000000,6337.000000,0.066431,NaN
2951.000000,29428.000000,6338.000000,0.045122,NaN
2901.000000,29456.000000,6339.000000,0.018255,NaN
2851.000000,29485.000000,6340.000000,0.011965,NaN
2803.000000,29502.000000,6340.000000,0.014593,NaN
2756.000000,29518.000000,6341.000000,0.015832,NaN
2708.000000,29535.000000,6341.000000,0.016401,NaN
2660.000000,29552.000000,6342.000000,0.014703,NaN
2612.000000,29568.000000,6342.000000,0.014584,NaN
2564.000000,29585.000000,6343.000000,0.019242,NaN
