y,x,z,mg_ca,st_dev,part,sample_mode,dist
18103,21081,10402,0.046314,0.006964,Rest,map,NA
18283,20988,10406,0.030958,0.010862,Rest,map,NA
18463,20895,10410,0.023569,0.002917,Rest,map,NA
18644,20803,10414,0.025994,0.007085,Rest,map,NA
18824,20710,10418,0.027658,0.002422,Rest,map,NA
19005,20617,10423,0.040201,0.007617,Rest,map,NA
19185,20525,10427,0.040326,0.008295,Rest,map,NA
19366,20432,10431,0.050006,0.007566,Rest,map,NA
19546,20339,10435,0.049484,0.01684,Rest,map,NA
19726,20246,10439,0.046274,0.013694,Rest,map,NA
19907,20154,10443,0.053152,0.008777,Rest,map,NA
20087,20061,10447,0.045416,0.010332,Rest,map,NA
20268,19968,10451,0.041662,0.014491,Rest,map,NA
20448,19876,10455,0.052224,0.004832,Rest,map,NA
20629,19783,10459,0.040419,0.009169,Rest,map,NA
20809,19690,10463,0.098963,0.038972,Rest,map,NA
17678,21178,10398,0.023947,0.009382,Rest,map,NA
17861,21087,10402,0.027826,0.012004,Rest,map,NA
18044,20995,10406,0.035732,0.009803,Rest,map,NA
18227,20904,10410,0.038555,0.008983,Rest,map,NA
18410,20812,10415,0.032358,0.005428,Rest,map,NA
18593,20721,10419,0.02649,0.001099,Rest,map,NA
18775,20630,10423,0.027391,0.006237,Rest,map,NA
18958,20538,10427,0.034699,0.00877,Rest,map,NA
19141,20447,10431,0.038729,0.006586,Rest,map,NA
19324,20355,10435,0.047554,0.005525,Rest,map,NA
19507,20264,10439,0.04122,0.006518,Rest,map,NA
19689,20172,10443,0.047252,0.011699,Rest,map,NA
19872,20081,10447,0.044453,0.012304,Rest,map,NA
20055,19989,10451,0.053413,0.009524,Rest,map,NA
20238,19898,10455,0.035609,0.004784,Rest,map,NA
20421,19806,10459,0.043237,0.018354,Rest,map,NA
20604,19715,10463,0.056157,0.014646,Rest,map,NA
20786,19624,10467,0.044945,0.008565,Rest,map,NA
20969,19532,10471,0.096993,0.021861,Rest,map,NA
17796,20997,10407,0.025711,0.004341,Rest,map,NA
17981,20907,10411,0.027628,0.006549,Rest,map,NA
18166,20817,10415,0.035056,0.01054,Rest,map,NA
18351,20727,10419,0.03245,0.00754,Rest,map,NA
18537,20637,10423,0.028793,0.010605,Rest,map,NA
18722,20546,10427,0.025794,0.002622,Rest,map,NA
18907,20456,10431,0.028643,0.007357,Rest,map,NA
19092,20366,10435,0.033657,0.009374,Rest,map,NA
19277,20276,10439,0.049731,0.012388,Rest,map,NA
19463,20186,10443,0.05391,0.009806,Rest,map,NA
19648,20096,10447,0.039243,0.007505,Rest,map,NA
19833,20005,10450,0.038746,0.006487,Rest,map,NA
20018,19915,10454,0.057506,0.013348,Rest,map,NA
20203,19825,10458,0.046801,0.0092,Rest,map,NA
20389,19735,10462,0.035887,0.008016,Rest,map,NA
20574,19645,10466,0.049796,0.008074,Rest,map,NA
20759,19554,10470,0.03888,0.004791,Rest,map,NA
20944,19464,10474,0.073163,0.043566,Rest,map,NA
21129,19374,10478,0.082497,0.034,Rest,map,NA
17913,20817,10416,0.024571,0.011712,Rest,map,NA
18101,20728,10419,0.023878,0.006627,Rest,map,NA
18288,20639,10423,0.035683,0.005901,Rest,map,NA
18476,20550,10427,0.036187,0.011171,Rest,map,NA
18663,20461,10431,0.027938,0.005341,Rest,map,NA
18851,20372,10435,0.024616,0.003573,Rest,map,NA
19038,20283,10439,0.027994,0.009983,Rest,map,NA
19226,20194,10443,0.035615,0.004888,Rest,map,NA
19414,20105,10447,0.041521,0.00507,Rest,map,NA
19601,20016,10451,0.040342,0.007232,Rest,map,NA
19789,19927,10454,0.043105,0.009798,Rest,map,NA
19976,19838,10458,0.040555,0.002592,Rest,map,NA
20164,19749,10462,0.050051,0.006233,Rest,map,NA
20352,19661,10466,0.03699,0.010559,Rest,map,NA
20539,19572,10470,0.046206,0.010359,Rest,map,NA
20727,19483,10474,0.042058,0.004517,Rest,map,NA
20914,19394,10478,0.044977,0.010517,Rest,map,NA
21102,19305,10482,0.061317,0.042511,Rest,map,NA
21289,19216,10485,0.191755,0.069927,Rest,map,NA
18025,20633,10424,0.030373,0.008125,Rest,map,NA
18209,20543,10428,0.023972,0.006114,Rest,map,NA
18393,20453,10432,0.03401,0.006961,Rest,map,NA
18578,20363,10436,0.04167,0.009593,Rest,map,NA
18762,20273,10440,0.033416,0.009393,Rest,map,NA
18946,20183,10444,0.028841,0.005981,Rest,map,NA
19131,20092,10448,0.030051,0.01203,Rest,map,NA
19315,20002,10452,0.032378,0.010907,Rest,map,NA
19499,19912,10456,0.041176,0.001933,Rest,map,NA
19684,19822,10460,0.041275,0.005322,Rest,map,NA
19868,19732,10464,0.045686,0.010183,Rest,map,NA
20052,19642,10468,0.057248,0.010857,Rest,map,NA
20237,19552,10472,0.050521,0.003805,Rest,map,NA
20421,19462,10476,0.038068,0.009736,Rest,map,NA
20605,19371,10480,0.046066,0.011006,Rest,map,NA
20789,19281,10484,0.067449,0.007403,Rest,map,NA
20974,19191,10488,0.044934,0.011868,Rest,map,NA
21158,19101,10491,0.036572,0.00645,Rest,map,NA
21342,19011,10495,0.085255,0.02961,Rest,map,NA
18136,20450,10433,0.031463,0.009259,Rest,map,NA
18317,20359,10437,0.037293,0.015422,Rest,map,NA
18498,20267,10441,0.039248,0.012382,Rest,map,NA
18679,20176,10445,0.041002,0.004979,Rest,map,NA
18861,20085,10449,0.028903,0.010048,Rest,map,NA
19042,19993,10453,0.024307,0.006459,Rest,map,NA
19223,19902,10457,0.03218,0.008785,Rest,map,NA
19404,19811,10461,0.034225,0.008058,Rest,map,NA
19585,19719,10465,0.037609,0.006003,Rest,map,NA
19766,19628,10469,0.042069,0.007172,Rest,map,NA
19947,19537,10473,0.045848,0.005554,Rest,map,NA
20128,19445,10477,0.041021,0.011626,Rest,map,NA
20309,19354,10481,0.052087,0.019705,Rest,map,NA
20490,19263,10485,0.04297,0.013156,Rest,map,NA
20671,19171,10489,0.041219,0.010264,Rest,map,NA
20852,19080,10493,0.061828,0.010292,Rest,map,NA
21033,18989,10497,0.043491,0.011604,Rest,map,NA
21214,18897,10501,0.035021,0.013834,Rest,map,NA
21395,18806,10505,0.082308,0.026413,Rest,map,NA
18070,20359,10438,0.343502,0.25887,Rest,map,NA
18248,20267,10442,0.034694,0.011442,Rest,map,NA
18426,20174,10446,0.029006,0.004159,Rest,map,NA
18604,20082,10450,0.035172,0.007105,Rest,map,NA
18781,19989,10454,0.035485,0.006046,Rest,map,NA
18959,19896,10458,0.025623,0.004879,Rest,map,NA
19137,19804,10462,0.030414,0.011339,Rest,map,NA
19315,19711,10466,0.029854,0.01023,Rest,map,NA
19493,19619,10470,0.036942,0.007434,Rest,map,NA
19670,19526,10474,0.042649,0.014329,Rest,map,NA
19848,19434,10479,0.035036,0.007844,Rest,map,NA
20026,19341,10483,0.037381,0.00618,Rest,map,NA
20204,19249,10487,0.038541,0.014552,Rest,map,NA
20382,19156,10491,0.054359,0.003091,Rest,map,NA
20559,19064,10495,0.044769,0.004828,Rest,map,NA
20737,18971,10499,0.050911,0.015591,Rest,map,NA
20915,18879,10503,0.060371,0.009728,Rest,map,NA
21093,18786,10507,0.027947,0.003731,Rest,map,NA
21271,18694,10511,0.032061,0.007854,Rest,map,NA
21448,18601,10515,0.042999,0.015486,Rest,map,NA
18369,20078,10451,0.028387,0.006567,Rest,map,NA
18552,19980,10455,0.033565,0.006483,Rest,map,NA
18736,19881,10459,0.036354,0.004499,Rest,map,NA
18920,19782,10464,0.031601,0.005522,Rest,map,NA
19104,19684,10468,0.016724,0.001138,Rest,map,NA
19287,19585,10473,0.021382,0.004137,Rest,map,NA
19471,19486,10477,0.041814,0.011565,Rest,map,NA
19655,19388,10481,0.050998,0.013785,Rest,map,NA
19839,19289,10486,0.054791,0.01197,Rest,map,NA
20022,19190,10490,0.040494,0.007264,Rest,map,NA
20206,19092,10494,0.040411,0.007623,Rest,map,NA
20390,18993,10499,0.044759,0.008264,Rest,map,NA
20574,18894,10503,0.052929,0.023541,Rest,map,NA
20757,18796,10507,0.040079,0.015259,Rest,map,NA
20941,18697,10512,0.047719,0.010168,Rest,map,NA
21125,18598,10516,0.028789,0.007514,Rest,map,NA
21309,18500,10521,0.032324,0.006095,Rest,map,NA
21492,18401,10525,0.036369,0.008451,Rest,map,NA
18465,19885,10460,0.030114,0.008086,Rest,map,NA
18646,19786,10464,0.024861,0.004218,Rest,map,NA
18827,19687,10469,0.033108,0.006758,Rest,map,NA
19008,19587,10473,0.040292,0.011168,Rest,map,NA
19190,19488,10478,0.028849,0.009277,Rest,map,NA
19371,19388,10482,0.023024,0.006052,Rest,map,NA
19552,19289,10486,0.033051,0.009102,Rest,map,NA
19733,19190,10491,0.038222,0.008283,Rest,map,NA
19914,19090,10495,0.050644,0.007912,Rest,map,NA
20095,18991,10500,0.035704,0.016745,Rest,map,NA
20276,18892,10504,0.036592,0.012082,Rest,map,NA
20458,18792,10508,0.0449,0.002778,Rest,map,NA
20639,18693,10513,0.051965,0.008697,Rest,map,NA
20820,18593,10517,0.04072,0.017768,Rest,map,NA
21001,18494,10522,0.054589,0.015753,Rest,map,NA
21182,18395,10526,0.034254,0.017943,Rest,map,NA
21363,18295,10531,0.036252,0.013538,Rest,map,NA
21545,18196,10535,0.032827,0.007296,Rest,map,NA
18561,19693,10469,0.024739,0.00591,Rest,map,NA
18740,19592,10474,0.026029,0.006229,Rest,map,NA
18918,19492,10478,0.042648,0.006119,Rest,map,NA
19097,19392,10483,0.042224,0.006977,Rest,map,NA
19275,19292,10487,0.021834,0.007985,Rest,map,NA
19454,19192,10491,0.026154,0.007872,Rest,map,NA
19633,19092,10496,0.025635,0.007983,Rest,map,NA
19811,18992,10500,0.034226,0.005058,Rest,map,NA
19990,18892,10505,0.03441,0.005659,Rest,map,NA
20168,18791,10509,0.032169,0.003912,Rest,map,NA
20347,18691,10514,0.040133,0.006676,Rest,map,NA
20525,18591,10518,0.06037,0.01666,Rest,map,NA
20704,18491,10523,0.052003,0.00654,Rest,map,NA
20883,18391,10527,0.039457,0.013356,Rest,map,NA
21061,18291,10532,0.046317,0.006141,Rest,map,NA
21240,18191,10536,0.037974,0.010498,Rest,map,NA
21418,18091,10540,0.03895,0.009845,Rest,map,NA
21597,17990,10545,0.032195,0.008995,Rest,map,NA
18657,19500,10478,0.037193,0.0161,Rest,map,NA
18833,19399,10483,0.031981,0.009563,Rest,map,NA
19009,19298,10487,0.038458,0.00562,Rest,map,NA
19185,19197,10492,0.03383,0.005049,Rest,map,NA
19361,19096,10496,0.031774,0.008947,Rest,map,NA
19537,18995,10501,0.028538,0.012403,Rest,map,NA
19713,18895,10505,0.02663,0.007178,Rest,map,NA
19889,18794,10510,0.036873,0.006531,Rest,map,NA
20065,18693,10514,0.042914,0.005041,Rest,map,NA
20241,18592,10519,0.035948,0.003659,Rest,map,NA
20417,18491,10523,0.039154,0.012733,Rest,map,NA
20593,18390,10528,0.056592,0.006948,Rest,map,NA
20769,18289,10532,0.058894,0.006411,Rest,map,NA
20945,18188,10537,0.039789,0.015007,Rest,map,NA
21121,18088,10541,0.043246,0.015159,Rest,map,NA
21297,17987,10546,0.040344,0.006783,Rest,map,NA
21473,17886,10550,0.037229,0.016317,Rest,map,NA
21649,17785,10555,0.034613,0.009018,Rest,map,NA
18753,19307,10488,0.034632,0.008408,Rest,map,NA
18927,19205,10492,0.030924,0.00822,Rest,map,NA
19100,19104,10497,0.039631,0.012779,Rest,map,NA
19274,19002,10501,0.044678,0.00889,Rest,map,NA
19447,18900,10506,0.025668,0.007154,Rest,map,NA
19620,18799,10510,0.031182,0.010732,Rest,map,NA
19794,18697,10515,0.02935,0.005463,Rest,map,NA
19967,18596,10519,0.03708,0.007319,Rest,map,NA
20141,18494,10524,0.053538,0.01661,Rest,map,NA
20314,18392,10528,0.033044,0.004216,Rest,map,NA
20488,18291,10533,0.042672,0.010916,Rest,map,NA
20661,18189,10538,0.057408,0.009522,Rest,map,NA
20834,18088,10542,0.05694,0.019282,Rest,map,NA
21008,17986,10547,0.042064,0.012198,Rest,map,NA
21181,17884,10551,0.043591,0.008078,Rest,map,NA
21355,17783,10556,0.033058,0.00533,Rest,map,NA
21528,17681,10560,0.034102,0.008716,Rest,map,NA
21702,17580,10565,0.034647,0.008174,Rest,map,NA
18679,19216,10492,0.1103,0.018638,Rest,map,NA
18858,19107,10497,0.026801,0.007762,Rest,map,NA
19037,18998,10502,0.034719,0.005323,Rest,map,NA
19217,18889,10507,0.041781,0.00617,Rest,map,NA
19396,18780,10512,0.033972,0.003949,Rest,map,NA
19576,18671,10517,0.025643,0.002736,Rest,map,NA
19755,18562,10522,0.026512,0.003006,Rest,map,NA
19935,18453,10526,0.02802,0.008656,Rest,map,NA
20114,18344,10531,0.040402,0.011577,Rest,map,NA
20293,18235,10536,0.062018,0.005701,Rest,map,NA
20473,18126,10541,0.04113,0.009025,Rest,map,NA
20652,18017,10546,0.035869,0.007209,Rest,map,NA
20832,17908,10551,0.051901,0.01931,Rest,map,NA
21011,17799,10556,0.042646,0.008883,Rest,map,NA
21191,17690,10561,0.050373,0.019364,Rest,map,NA
21370,17581,10566,0.06477,0.008665,Rest,map,NA
21549,17472,10570,0.035703,0.012704,Rest,map,NA
21729,17363,10575,0.038472,0.014788,Rest,map,NA
18953,18913,10506,0.037977,0.009615,Rest,map,NA
19129,18803,10511,0.025779,0.004102,Rest,map,NA
19305,18692,10516,0.041983,0.007777,Rest,map,NA
19480,18581,10521,0.035453,0.004498,Rest,map,NA
19656,18470,10526,0.026042,0.004957,Rest,map,NA
19832,18360,10531,0.030126,0.008355,Rest,map,NA
20008,18249,10536,0.031385,0.008452,Rest,map,NA
20184,18138,10541,0.03546,0.004186,Rest,map,NA
20359,18027,10546,0.06666,0.009775,Rest,map,NA
20535,17917,10551,0.034968,0.005255,Rest,map,NA
20711,17806,10556,0.040933,0.008813,Rest,map,NA
20887,17695,10561,0.048784,0.015762,Rest,map,NA
21063,17584,10566,0.051818,0.00929,Rest,map,NA
21238,17474,10571,0.052527,0.023133,Rest,map,NA
21414,17363,10576,0.059811,0.009696,Rest,map,NA
21590,17252,10581,0.043421,0.019801,Rest,map,NA
21766,17141,10586,0.038892,0.008862,Rest,map,NA
19048,18720,10516,0.034516,0.007629,Rest,map,NA
19220,18607,10521,0.035521,0.007597,Rest,map,NA
19392,18495,10526,0.048677,0.009622,Rest,map,NA
19565,18382,10531,0.031002,0.004798,Rest,map,NA
19737,18270,10536,0.025684,0.004374,Rest,map,NA
19909,18157,10541,0.022219,0.004869,Rest,map,NA
20081,18045,10546,0.035976,0.005372,Rest,map,NA
20253,17932,10551,0.046896,0.009808,Rest,map,NA
20426,17820,10556,0.051667,0.005971,Rest,map,NA
20598,17707,10561,0.044228,0.019369,Rest,map,NA
20770,17594,10566,0.035181,0.008634,Rest,map,NA
20942,17482,10572,0.052556,0.00954,Rest,map,NA
21114,17370,10577,0.044722,0.013796,Rest,map,NA
21286,17257,10582,0.044136,0.019838,Rest,map,NA
21458,17144,10587,0.06063,0.007996,Rest,map,NA
21631,17032,10592,0.036671,0.012942,Rest,map,NA
21803,16920,10597,0.03912,0.007743,Rest,map,NA
19105,18510,10526,0.027661,0.010652,Rest,map,NA
19275,18397,10531,0.034741,0.005989,Rest,map,NA
19446,18283,10536,0.043103,0.005447,Rest,map,NA
19617,18170,10541,0.034776,0.013027,Rest,map,NA
19788,18057,10546,0.031606,0.010413,Rest,map,NA
19959,17943,10551,0.026737,0.008094,Rest,map,NA
20129,17830,10557,0.032296,0.007288,Rest,map,NA
20300,17717,10562,0.036752,0.003873,Rest,map,NA
20471,17603,10567,0.055005,0.009209,Rest,map,NA
20642,17490,10572,0.034102,0.007331,Rest,map,NA
20813,17377,10577,0.048953000000000003,0.019696,Rest,map,NA
20983,17263,10582,0.060475,0.011537,Rest,map,NA
21154,17150,10587,0.033888,0.007571,Rest,map,NA
21325,17037,10592,0.047183,0.009388,Rest,map,NA
21496,16923,10598,0.05948,0.011971,Rest,map,NA
21667,16810,10603,0.040715,0.018194,Rest,map,NA
21838,16697,10608,0.034175,0.010029,Rest,map,NA
19161,18301,10536,0.03353,0.008402,Rest,map,NA
19330,18187,10541,0.027778,0.004081,Rest,map,NA
19500,18072,10546,0.039786,0.010948,Rest,map,NA
19669,17958,10551,0.036335,0.017147,Rest,map,NA
19839,17844,10557,0.027193,0.006672,Rest,map,NA
20008,17730,10562,0.031473,0.006524,Rest,map,NA
20178,17616,10567,0.034865,0.008313,Rest,map,NA
20347,17501,10572,0.045197,0.005961,Rest,map,NA
20517,17387,10577,0.048941,0.010771,Rest,map,NA
20686,17273,10582,0.036778,0.005365,Rest,map,NA
20855,17159,10588,0.045613,0.01301,Rest,map,NA
21025,17045,10593,0.051829,0.010252,Rest,map,NA
21194,16931,10598,0.033945,0.006986,Rest,map,NA
21364,16816,10603,0.036036,0.005656,Rest,map,NA
21533,16702,10608,0.048725,0.017273,Rest,map,NA
21703,16588,10613,0.038198,0.014008,Rest,map,NA
21872,16474,10619,0.047001,0.018128,Rest,map,NA
19217,18091,10546,0.060126,0.015685,Rest,map,NA
19385,17976,10551,0.039023,0.012868,Rest,map,NA
19553,17861,10557,0.035923,0.005154,Rest,map,NA
19722,17746,10562,0.032437,0.0099,Rest,map,NA
19890,17631,10567,0.027727,0.003397,Rest,map,NA
20058,17516,10572,0.030577,0.013579,Rest,map,NA
20226,17401,10577,0.032445,0.00803,Rest,map,NA
20394,17286,10583,0.040487,0.007711,Rest,map,NA
20562,17171,10588,0.052107,0.016424,Rest,map,NA
20730,17056,10593,0.041325,0.009442,Rest,map,NA
20898,16941,10598,0.052841,0.005933,Rest,map,NA
21066,16826,10603,0.057389,0.013143,Rest,map,NA
21234,16711,10609,0.03862,0.007304,Rest,map,NA
21403,16596,10614,0.056681,0.017096,Rest,map,NA
21571,16481,10619,0.034725,0.008076,Rest,map,NA
21739,16366,10624,0.030434,0.006546,Rest,map,NA
21907,16251,10630,0.043618,0.016589,Rest,map,NA
19278,17876,10556,0.044074,0.017214,Rest,map,NA
19448,17754,10562,0.034345,0.007119,Rest,map,NA
19619,17632,10568,0.043611,0.010846,Rest,map,NA
19790,17509,10573,0.035789,0.00669,Rest,map,NA
19960,17387,10579,0.028165,0.006255,Rest,map,NA
20131,17265,10584,0.031342,0.007486,Rest,map,NA
20302,17143,10590,0.037422,0.004887,Rest,map,NA
20472,17021,10595,0.046736,0.007898,Rest,map,NA
20643,16899,10601,0.036343,0.009665,Rest,map,NA
20814,16777,10607,0.032459,0.004343,Rest,map,NA
20985,16655,10612,0.051305,0.016165,Rest,map,NA
21155,16533,10618,0.046885,0.011021,Rest,map,NA
21326,16411,10623,0.041842,0.010921,Rest,map,NA
21497,16289,10629,0.08598,0.021743,Rest,map,NA
21667,16167,10634,0.036203,0.007906,Rest,map,NA
21838,16045,10640,0.042366,0.016596,Rest,map,NA
19328,17667,10567,0.039681,0.018303,Rest,map,NA
19491,17544,10572,0.03599,0.010072,Rest,map,NA
19655,17422,10578,0.043636,0.00825,Rest,map,NA
19818,17300,10583,0.034257,0.00749,Rest,map,NA
19982,17177,10589,0.024546,0.005994,Rest,map,NA
20145,17055,10595,0.026814,0.004049,Rest,map,NA
20308,16933,10600,0.036139,0.006287,Rest,map,NA
20472,16810,10606,0.042627,0.004307,Rest,map,NA
20635,16688,10611,0.032561,0.009883,Rest,map,NA
20799,16566,10617,0.038304,0.006846,Rest,map,NA
20962,16443,10623,0.05603,0.012378,Rest,map,NA
21125,16321,10628,0.040204,0.007255,Rest,map,NA
21289,16198,10634,0.039749,0.01058,Rest,map,NA
21452,16076,10639,0.063383,0.012468,Rest,map,NA
21616,15954,10645,0.031072,0.008569,Rest,map,NA
21779,15831,10650,0.038876,0.017819,Rest,map,NA
19222,17581,10571,0.147741,0.093489,Rest,map,NA
19388,17450,10577,0.024142,0.007035,Rest,map,NA
19554,17320,10583,0.034867,0.012245,Rest,map,NA
19720,17190,10589,0.046331,0.0068780000000000004,Rest,map,NA
19886,17059,10595,0.026798,0.006069,Rest,map,NA
20052,16929,10601,0.026643,0.008576,Rest,map,NA
20218,16799,10607,0.029056,0.005758,Rest,map,NA
20383,16668,10613,0.045407,0.006621,Rest,map,NA
20549,16538,10619,0.056804,0.010852,Rest,map,NA
20715,16408,10625,0.038386,0.009917,Rest,map,NA
20881,16277,10631,0.038355,0.008293,Rest,map,NA
21047,16147,10637,0.055619,0.013951,Rest,map,NA
21213,16017,10643,0.047098,0.022497,Rest,map,NA
21379,15886,10649,0.054094,0.01292,Rest,map,NA
21545,15756,10655,0.036116,0.006433,Rest,map,NA
21710,15626,10661,0.032064,0.013412,Rest,map,NA
19438,17241,10587,0.031429,0.005751,Rest,map,NA
19596,17111,10593,0.05022,0.030672,Rest,map,NA
19754,16980,10599,0.043179,0.006358,Rest,map,NA
19912,16850,10605,0.034141,0.010422,Rest,map,NA
20071,16719,10611,0.022168,0.007516,Rest,map,NA
20229,16588,10617,0.02747,0.007633,Rest,map,NA
20387,16458,10623,0.047251,0.006274,Rest,map,NA
20545,16327,10629,0.049188,0.00554,Rest,map,NA
20703,16196,10635,0.037167,0.009424,Rest,map,NA
20861,16066,10641,0.038483,0.004836,Rest,map,NA
21019,15935,10647,0.059262,0.014578,Rest,map,NA
21177,15804,10653,0.040298,0.008549,Rest,map,NA
21336,15674,10659,0.048283,0.018093,Rest,map,NA
21494,15543,10665,0.044088,0.009889,Rest,map,NA
21652,15413,10671,0.037439,0.011369,Rest,map,NA
19296,17143,10592,0.12845,0.040902,Rest,map,NA
19457,17005,10599,0.03789,0.027123,Rest,map,NA
19619,16867,10605,0.037103,0.005494,Rest,map,NA
19781,16729,10612,0.050851,0.007441,Rest,map,NA
19943,16592,10618,0.025606,0.008617,Rest,map,NA
20104,16454,10624,0.023445,0.006067,Rest,map,NA
20266,16316,10631,0.034726,0.011185,Rest,map,NA
20428,16179,10637,0.055945,0.009459,Rest,map,NA
20589,16041,10643,0.044561,0.007467,Rest,map,NA
20751,15903,10650,0.042448,0.009508,Rest,map,NA
20913,15765,10656,0.06064,0.009066,Rest,map,NA
21075,15628,10662,0.051402,0.010996,Rest,map,NA
21236,15490,10669,0.045676,0.01918,Rest,map,NA
21398,15352,10675,0.075865,0.007153,Rest,map,NA
21560,15214,10681,0.051393,0.019504,Rest,map,NA
19466,16777,10610,0.051034,0.017175,Rest,map,NA
19621,16641,10616,0.02721,0.001994,Rest,map,NA
19776,16505,10623,0.05137,0.013784,Rest,map,NA
19930,16369,10629,0.030572,0.010166,Rest,map,NA
20085,16233,10635,0.022339,0.004098,Rest,map,NA
20240,16096,10641,0.026249,0.003216,Rest,map,NA
20395,15960,10648,0.052901,0.011439,Rest,map,NA
20549,15824,10654,0.061577,0.004642,Rest,map,NA
20704,15688,10660,0.03535,0.007507,Rest,map,NA
20859,15552,10667,0.048253,0.007773,Rest,map,NA
21014,15416,10673,0.056444,0.011119,Rest,map,NA
21169,15280,10679,0.04714,0.011428,Rest,map,NA
21323,15143,10685,0.069093,0.013498,Rest,map,NA
21478,15007,10692,0.037119,0.017278,Rest,map,NA
19485,16540,10622,0.034175,0.012678,Rest,map,NA
19644,16396,10628,0.035358,0.005246,Rest,map,NA
19802,16252,10635,0.050264,0.008809,Rest,map,NA
19960,16107,10642,0.03477,0.011007,Rest,map,NA
20119,15963,10648,0.022691,0.005236,Rest,map,NA
20277,15819,10655,0.037193,0.005137,Rest,map,NA
20436,15675,10662,0.052437,0.007962,Rest,map,NA
20594,15531,10668,0.036001,0.013752,Rest,map,NA
20752,15387,10675,0.040817,0.011152,Rest,map,NA
20911,15242,10682,0.051655,0.009077,Rest,map,NA
21069,15098,10688,0.040328,0.00379,Rest,map,NA
21227,14954,10695,0.053694,0.011087,Rest,map,NA
21386,14810,10702,0.042354,0.010574,Rest,map,NA
19494,16312,10633,0.031138,0.013263,Rest,map,NA
19645,16170,10639,0.036091,0.006074,Rest,map,NA
19795,16027,10646,0.053279,0.008305,Rest,map,NA
19946,15885,10653,0.034035,0.00768,Rest,map,NA
20097,15742,10659,0.023532,0.003285,Rest,map,NA
20248,15600,10666,0.041769,0.005664,Rest,map,NA
20399,15458,10672,0.055585,0.012541,Rest,map,NA
20550,15315,10679,0.038319,0.00751,Rest,map,NA
20701,15173,10686,0.039046,0.004677,Rest,map,NA
20852,15030,10692,0.061514,0.016901,Rest,map,NA
21003,14888,10699,0.041315,0.006192,Rest,map,NA
21154,14745,10705,0.046196,0.012717,Rest,map,NA
21305,14603,10712,0.056109,0.023855,Rest,map,NA
19502,16085,10644,0.030409,0.010098,Rest,map,NA
19645,15944,10650,0.040004,0.006052,Rest,map,NA
19789,15803,10657,0.041685,0.00748,Rest,map,NA
19932,15662,10664,0.028684,0.00248,Rest,map,NA
20076,15522,10670,0.0323,0.007146,Rest,map,NA
20219,15381,10677,0.033085,0.006992,Rest,map,NA
20363,15240,10683,0.060365,0.012211,Rest,map,NA
20506,15099,10690,0.045383,0.00509,Rest,map,NA
20650,14959,10696,0.039199,0.005626,Rest,map,NA
20793,14818,10703,0.057322,0.005616,Rest,map,NA
20937,14677,10709,0.051717,0.014181,Rest,map,NA
21080,14536,10716,0.033935,0.002842,Rest,map,NA
21224,14396,10722,0.077418,0.015593,Rest,map,NA
19522,15845,10656,0.02955,0.003874,Rest,map,NA
19669,15694,10663,0.034055,0.005033,Rest,map,NA
19817,15543,10670,0.058549,0.010199,Rest,map,NA
19964,15392,10677,0.028394,0.005565,Rest,map,NA
20112,15240,10684,0.028863,0.008589,Rest,map,NA
20259,15089,10691,0.04584,0.00634,Rest,map,NA
20407,14938,10698,0.061449,0.007033,Rest,map,NA
20555,14787,10705,0.038288,0.011399,Rest,map,NA
20702,14636,10712,0.044305,0.00888,Rest,map,NA
20850,14485,10719,0.047166,0.007265,Rest,map,NA
20997,14334,10726,0.042357,0.016613,Rest,map,NA
21145,14183,10733,0.068176,0.009148,Rest,map,NA
19516,15619,10667,0.029865,0.009012,Rest,map,NA
19658,15468,10674,0.03768,0.008896,Rest,map,NA
19799,15317,10681,0.054802,0.010595,Rest,map,NA
19941,15167,10688,0.028806,0.007919,Rest,map,NA
20083,15016,10695,0.031764,0.013652,Rest,map,NA
20225,14865,10702,0.03969,0.008834,Rest,map,NA
20367,14714,10709,0.065264,0.010961,Rest,map,NA
20509,14563,10716,0.044539,0.0058,Rest,map,NA
20650,14412,10723,0.043698,0.016681,Rest,map,NA
20792,14261,10730,0.062857,0.014716,Rest,map,NA
20934,14110,10737,0.039421,0.012803,Rest,map,NA
21076,13959,10744,0.059782,0.014843,Rest,map,NA
19510,15394,10678,0.023892,0.004363,Rest,map,NA
19646,15243,10685,0.033591,0.006571,Rest,map,NA
19782,15092,10692,0.054437,0.005476,Rest,map,NA
19918,14942,10699,0.029477,0.009515,Rest,map,NA
20054,14791,10706,0.034184,0.008746,Rest,map,NA
20191,14640,10713,0.039694,0.009536,Rest,map,NA
20327,14489,10720,0.047673,0.010634,Rest,map,NA
20463,14339,10727,0.033715,0.004652,Rest,map,NA
20599,14188,10734,0.036374,0.0086130000000000009,Rest,map,NA
20735,14037,10741,0.055546,0.010343,Rest,map,NA
20871,13886,10748,0.03966,0.007218,Rest,map,NA
21007,13736,10755,0.061887,0.018755,Rest,map,NA
19515,15156,10689,0.027423,0.005676,Rest,map,NA
19656,14993,10697,0.03983,0.006547,Rest,map,NA
19798,14829,10705,0.045407,0.006402,Rest,map,NA
19939,14666,10712,0.030327,0.003632,Rest,map,NA
20080,14503,10720,0.028703,0.007694,Rest,map,NA
20221,14340,10728,0.051639,0.009322,Rest,map,NA
20363,14177,10735,0.064806,0.014187,Rest,map,NA
