y,x,z,mg_ca,st_dev,sample_mode,dist
20884,16634,8114,0.05682,0.010925,map,NA
20790,16672,8113,0.039639,0.008299,map,NA
20695,16710,8111,0.031231,0.003028,map,NA
20601,16747,8110,0.036672,0.005847,map,NA
20507,16785,8109,0.046276,0.012589,map,NA
20413,16823,8107,0.035319,0.011057,map,NA
20318,16861,8106,0.036042,0.011523,map,NA
20224,16899,8105,0.038599,0.013407,map,NA
22340,16166,8130,0.039504,0.006125,map,NA
22245,16203,8129,0.030266,0.007108,map,NA
22150,16241,8128,0.033104,0.002028,map,NA
22054,16279,8126,0.045595,0.005228,map,NA
21959,16317,8125,0.065569,0.009052,map,NA
21864,16355,8124,0.061034,0.012696,map,NA
21768,16393,8123,0.058276,0.014872,map,NA
21673,16431,8121,0.063063,0.021078,map,NA
21578,16469,8120,0.058382,0.016882,map,NA
21482,16507,8119,0.060878,0.015369,map,NA
21387,16545,8117,0.057043,0.009994,map,NA
21292,16583,8116,0.076143,0.013976,map,NA
21196,16621,8115,0.050988,0.014574,map,NA
21101,16659,8113,0.05438,0.013668,map,NA
21006,16697,8112,0.059722,0.008858,map,NA
20910,16735,8111,0.052192,0.009593,map,NA
20815,16773,8109,0.038678,0.011162,map,NA
20720,16811,8108,0.039215,0.008509,map,NA
20624,16849,8107,0.03672,0.010865,map,NA
20529,16887,8106,0.046328,0.003882,map,NA
20434,16925,8104,0.039609,0.007895,map,NA
20338,16963,8103,0.034448,0.005369,map,NA
20243,17001,8102,0.041293,0.002431,map,NA
22382,16265,8127,0.036595,0.00538,map,NA
22286,16303,8126,0.031927,0.006356,map,NA
22190,16341,8125,0.041642,0.012192,map,NA
22093,16379,8123,0.036651,0.002521,map,NA
21997,16417,8122,0.061643,0.00618,map,NA
21900,16455,8121,0.055879,0.011916,map,NA
21804,16493,8119,0.052719,0.009898,map,NA
21708,16531,8118,0.052286,0.010897,map,NA
21611,16569,8117,0.063336,0.015732,map,NA
21515,16608,8115,0.045309,0.005205,map,NA
21418,16646,8114,0.064079,0.009813,map,NA
21322,16684,8113,0.079196,0.00914,map,NA
21226,16722,8112,0.055888,0.00738,map,NA
21129,16760,8110,0.046444,0.009368,map,NA
21033,16798,8109,0.056244,0.006891,map,NA
20936,16836,8108,0.057731,0.021402,map,NA
20840,16874,8106,0.036199,0.006842,map,NA
20744,16912,8105,0.036285,0.005202,map,NA
20647,16950,8104,0.033913,0.004417,map,NA
20551,16988,8102,0.043711,0.010371,map,NA
20454,17026,8101,0.041709,0.011242,map,NA
20358,17064,8100,0.037609,0.015239,map,NA
20262,17103,8098,0.033078,0.006206,map,NA
22428,16363,8124,0.034302,0.008132,map,NA
22335,16399,8123,0.033787,0.007552,map,NA
22241,16436,8122,0.032815,0.00825,map,NA
22148,16473,8120,0.039263,0.004745,map,NA
22054,16509,8119,0.064224,0.011391,map,NA
21961,16546,8118,0.059707,0.009576,map,NA
21867,16583,8117,0.053845,0.015212,map,NA
21774,16619,8115,0.054825,0.007286,map,NA
21680,16656,8114,0.057317,0.010562,map,NA
21586,16693,8113,0.053276,0.012607,map,NA
21493,16729,8112,0.056945,0.010233,map,NA
21399,16766,8110,0.069772,0.00739,map,NA
21306,16803,8109,0.06768,0.011828,map,NA
21212,16839,8108,0.052971,0.006317,map,NA
21119,16876,8107,0.055914,0.01509,map,NA
21025,16913,8105,0.068066,0.006826,map,NA
20931,16949,8104,0.053672,0.008183,map,NA
20838,16986,8103,0.039528,0.006611,map,NA
20744,17023,8101,0.035462,0.007574,map,NA
20651,17059,8100,0.036517,0.007802,map,NA
20557,17096,8099,0.043115,0.005439,map,NA
20464,17133,8098,0.037352,0.005403,map,NA
20370,17169,8096,0.034774,0.003789,map,NA
20277,17206,8095,0.037192,0.008352,map,NA
22463,16459,8121,0.032139,0.00449,map,NA
22369,16496,8120,0.03412,0.005299,map,NA
22275,16533,8119,0.037177,0.005561,map,NA
22181,16570,8117,0.036445,0.00403,map,NA
22086,16606,8116,0.0644,0.00851,map,NA
21992,16643,8115,0.060112,0.006079,map,NA
21898,16680,8114,0.05442,0.015217,map,NA
21803,16717,8112,0.051203,0.011012,map,NA
21709,16754,8111,0.063093,0.004819,map,NA
21615,16791,8110,0.056684,0.006211,map,NA
21521,16828,8108,0.068896,0.013829,map,NA
21426,16865,8107,0.071332,0.005099,map,NA
21332,16902,8106,0.057752,0.010784,map,NA
21238,16939,8105,0.054421,0.005119,map,NA
21143,16975,8103,0.047649,0.003827,map,NA
21049,17012,8102,0.059091,0.009699,map,NA
20955,17049,8101,0.055181,0.012851,map,NA
20861,17086,8100,0.040708,0.006691,map,NA
20766,17123,8098,0.031127,0.007657,map,NA
20672,17160,8097,0.033783,0.008345,map,NA
20578,17197,8096,0.039292,0.005086,map,NA
20483,17234,8094,0.048738,0.009598,map,NA
20389,17271,8093,0.031571,0.003755,map,NA
20295,17308,8092,0.037538,0.006914,map,NA
22498,16555,8118,0.032628,0.008687,map,NA
22403,16592,8117,0.034908,0.008668,map,NA
22308,16629,8116,0.030874,0.004032,map,NA
22213,16666,8114,0.040539,0.006628,map,NA
22118,16704,8113,0.061784,0.003205,map,NA
22023,16741,8112,0.059598,0.008333,map,NA
21928,16778,8110,0.06196,0.019346,map,NA
21833,16815,8109,0.054225,0.011396,map,NA
21738,16852,8108,0.062295,0.009327,map,NA
21643,16889,8107,0.061819,0.008818,map,NA
21548,16926,8105,0.059649,0.007665,map,NA
21453,16964,8104,0.065308,0.006287,map,NA
21358,17001,8103,0.07109,0.010965,map,NA
21263,17038,8101,0.052073,0.006585,map,NA
21168,17075,8100,0.054689,0.009516,map,NA
21073,17112,8099,0.067609,0.007239,map,NA
20978,17149,8098,0.0474,0.011277,map,NA
20883,17186,8096,0.038064,0.006744,map,NA
20788,17224,8095,0.030927,0.01413,map,NA
20693,17261,8094,0.039335,0.002546,map,NA
20598,17298,8093,0.039927,0.007064,map,NA
20503,17335,8091,0.044264,0.010109,map,NA
20408,17372,8090,0.030639,0.005201,map,NA
20313,17409,8089,0.043163,0.004421,map,NA
22533,16651,8115,0.04119,0.013127,map,NA
22438,16688,8114,0.043664,0.0015,map,NA
22342,16726,8113,0.034966,0.005105,map,NA
22246,16763,8111,0.031325,0.004079,map,NA
22150,16801,8110,0.054768,0.008845,map,NA
22055,16838,8109,0.059592,0.01233,map,NA
21959,16875,8107,0.066014,0.010516,map,NA
21863,16913,8106,0.056739,0.005318,map,NA
21768,16950,8105,0.052433,0.004559,map,NA
21672,16988,8103,0.057056,0.011012,map,NA
21576,17025,8102,0.054175,0.005741,map,NA
21480,17062,8101,0.065923,0.011393,map,NA
21385,17100,8100,0.065061,0.007455,map,NA
21289,17137,8098,0.047749,0.022009,map,NA
21193,17175,8097,0.045037,0.004135,map,NA
21098,17212,8096,0.064583,0.01073,map,NA
21002,17249,8094,0.055145,0.009821,map,NA
20906,17287,8093,0.04016,0.006274,map,NA
20810,17324,8092,0.029383,0.007901,map,NA
20715,17361,8091,0.032076,0.0069,map,NA
20619,17399,8089,0.045674,0.008344,map,NA
20523,17436,8088,0.046727,0.007276,map,NA
20427,17474,8087,0.034009,0.006416,map,NA
20332,17511,8085,0.036182,0.00516,map,NA
22665,16710,8113,0.02702,0.006719,map,NA
22568,16747,8112,0.029451,0.004649,map,NA
22472,16785,8111,0.033027,0.009098,map,NA
22375,16822,8109,0.032698,0.00496,map,NA
22279,16860,8108,0.037766,0.004984,map,NA
22183,16898,8107,0.050421,0.00929,map,NA
22086,16935,8106,0.061803,0.007785,map,NA
21990,16973,8104,0.055986,0.009918,map,NA
21893,17011,8103,0.057171,0.015448,map,NA
21797,17048,8102,0.053373,0.01566,map,NA
21700,17086,8100,0.055071,0.019955,map,NA
21604,17124,8099,0.057525,0.014952,map,NA
21507,17161,8098,0.066024,0.010539,map,NA
21411,17199,8097,0.068525,0.004155,map,NA
21315,17236,8095,0.051318,0.01638,map,NA
21218,17274,8094,0.053698,0.014528,map,NA
21122,17312,8093,0.062784,0.011081,map,NA
21025,17349,8091,0.05598,0.012826,map,NA
20929,17387,8090,0.046745,0.013027,map,NA
20832,17425,8089,0.041439,0.008864,map,NA
20736,17462,8087,0.03209,0.014767,map,NA
20640,17500,8086,0.041947,0.007076,map,NA
20543,17537,8085,0.047468,0.007872,map,NA
20447,17575,8084,0.036257,0.005545,map,NA
20350,17613,8082,0.040626,0.007745,map,NA
22607,16842,8109,0.037496,0.013569,map,NA
22514,16878,8108,0.032678,0.005029,map,NA
22420,16915,8107,0.035836,0.005414,map,NA
22327,16951,8105,0.033824,0.011031,map,NA
22233,16988,8104,0.03718,0.003941,map,NA
22140,17024,8103,0.069425,0.007652,map,NA
22047,17060,8102,0.056776,0.008443,map,NA
21953,17097,8100,0.055879,0.009448,map,NA
21860,17133,8099,0.05301,0.007196,map,NA
21766,17170,8098,0.068063,0.01174,map,NA
21673,17206,8097,0.06755,0.014496,map,NA
21579,17243,8095,0.068873,0.011597,map,NA
21486,17279,8094,0.063644,0.004586,map,NA
21393,17315,8093,0.066119,0.014843,map,NA
21299,17352,8092,0.050705,0.008996,map,NA
21206,17388,8090,0.052646,0.010577,map,NA
21112,17425,8089,0.062929,0.00773,map,NA
21019,17461,8088,0.048503,0.004828,map,NA
20925,17497,8087,0.038698,0.007699,map,NA
20832,17534,8085,0.032291,0.005773,map,NA
20739,17570,8084,0.035023,0.010368,map,NA
20645,17607,8083,0.034994,0.003375,map,NA
20552,17643,8081,0.055327,0.007038,map,NA
20458,17680,8080,0.036813,0.004501,map,NA
20365,17716,8079,0.033902,0.008018,map,NA
22642,16938,8106,0.038468,0.013476,map,NA
22548,16975,8105,0.031506,0.008966,map,NA
22454,17011,8104,0.032012,0.005881,map,NA
22360,17048,8102,0.028058,0.005804,map,NA
22266,17085,8101,0.040529,0.004883,map,NA
22171,17121,8100,0.061511,0.00397,map,NA
22077,17158,8098,0.064075,0.006034,map,NA
21983,17195,8097,0.054806,0.010155,map,NA
21889,17231,8096,0.062578,0.001994,map,NA
21795,17268,8095,0.06142,0.012232,map,NA
21701,17305,8093,0.04993,0.016186,map,NA
21607,17341,8092,0.068518,0.021163,map,NA
21513,17378,8091,0.065045,0.012104,map,NA
21419,17415,8090,0.066073,0.005008,map,NA
21324,17451,8088,0.048853,0.014491,map,NA
21230,17488,8087,0.059439,0.012008,map,NA
21136,17524,8086,0.067242,0.010449,map,NA
21042,17561,8085,0.053291,0.008334,map,NA
20948,17598,8083,0.041966,0.005477,map,NA
20854,17634,8082,0.031872,0.005372,map,NA
20760,17671,8081,0.031138,0.007066,map,NA
20666,17708,8080,0.041479,0.008376,map,NA
20571,17744,8078,0.043631,0.00442,map,NA
20477,17781,8077,0.030031,0.004132,map,NA
20383,17818,8076,0.039625,0.007811,map,NA
22677,17034,8103,0.033969,0.009739,map,NA
22582,17071,8102,0.037673,0.010351,map,NA
22487,17108,8100,0.034798,0.007227,map,NA
22393,17145,8099,0.031143,0.008456,map,NA
22298,17182,8098,0.038638,0.005878,map,NA
22203,17219,8097,0.057898,0.006269,map,NA
22108,17255,8095,0.067244,0.011368,map,NA
22013,17292,8094,0.051745,0.011122,map,NA
21919,17329,8093,0.056093,0.013448,map,NA
21824,17366,8092,0.053107,0.026846,map,NA
21729,17403,8090,0.052713,0.00652,map,NA
21634,17440,8089,0.065845,0.009577,map,NA
21539,17477,8088,0.066628,0.0139,map,NA
21445,17514,8086,0.06933,0.012899,map,NA
21350,17551,8085,0.051393,0.015538,map,NA
21255,17587,8084,0.050915,0.016871,map,NA
21160,17624,8083,0.066528,0.009146,map,NA
21065,17661,8081,0.054963,0.008402,map,NA
20970,17698,8080,0.043788,0.013458,map,NA
20876,17735,8079,0.030334,0.007417,map,NA
20781,17772,8078,0.031195,0.002464,map,NA
20686,17809,8076,0.033884,0.009521,map,NA
20591,17846,8075,0.047636,0.00511,map,NA
20496,17882,8074,0.0344,0.011282,map,NA
20402,17919,8073,0.03353,0.010732,map,NA
22712,17130,8100,0.032548,0.007063,map,NA
22617,17167,8099,0.0378,0.005205,map,NA
22521,17205,8097,0.035352,0.01022,map,NA
22426,17242,8096,0.035217,0.008791,map,NA
22330,17279,8095,0.037416,0.00794,map,NA
22235,17316,8094,0.081803,0.022532,map,NA
22139,17353,8092,0.062475,0.010914,map,NA
22044,17390,8091,0.05283,0.013475000000000001,map,NA
21948,17427,8090,0.054613,0.018289,map,NA
21853,17464,8088,0.045116,0.008826,map,NA
21757,17501,8087,0.057564,0.019386,map,NA
21662,17539,8086,0.062398,0.017867,map,NA
21566,17576,8085,0.061228,0.008945,map,NA
21471,17613,8083,0.069724,0.020427,map,NA
21375,17650,8082,0.049799,0.005912,map,NA
21280,17687,8081,0.044974,0.006968,map,NA
21184,17724,8080,0.060364,0.008277,map,NA
21089,17761,8078,0.058801,0.013858,map,NA
20993,17798,8077,0.038868,0.003515,map,NA
20898,17836,8076,0.036145,0.009217,map,NA
20802,17873,8074,0.035171,0.006288,map,NA
20707,17910,8073,0.038775,0.005228,map,NA
20611,17947,8072,0.055355,0.009895,map,NA
20516,17984,8071,0.038296,0.012189,map,NA
20420,18021,8069,0.03852,0.008069,map,NA
22747,17226,8097,0.039737,0.0057,map,NA
22651,17264,8096,0.030254,0.006571,map,NA
22555,17301,8094,0.032571,0.004876,map,NA
22459,17338,8093,0.038927,0.003884,map,NA
22362,17376,8092,0.039296,0.004865,map,NA
22266,17413,8091,0.052576,0.006222,map,NA
22170,17451,8089,0.056327,0.010107,map,NA
22074,17488,8088,0.050799,0.002865,map,NA
21978,17525,8087,0.046685,0.007962,map,NA
21881,17563,8085,0.053135,0.017729,map,NA
21785,17600,8084,0.049811,0.009602,map,NA
21689,17637,8083,0.070902,0.025436,map,NA
21593,17675,8082,0.065348,0.007246,map,NA
21497,17712,8080,0.067255,0.01115,map,NA
21400,17749,8079,0.048261,0.006145,map,NA
21304,17787,8078,0.058797,0.016899,map,NA
21208,17824,8076,0.058705,0.004998,map,NA
21112,17861,8075,0.067166,0.021588,map,NA
21016,17899,8074,0.050212,0.010433,map,NA
20919,17936,8073,0.035179,0.014695,map,NA
20823,17973,8071,0.038846,0.006411,map,NA
20727,18011,8070,0.034851,0.010245,map,NA
20631,18048,8069,0.055038,0.003449,map,NA
20535,18085,8067,0.041519,0.006701,map,NA
20438,18123,8066,0.036203,0.007326,map,NA
22786,17321,8094,0.049872,0.025056,map,NA
22692,17357,8093,0.036698,0.011886,map,NA
22599,17394,8091,0.035686,0.006098,map,NA
22506,17430,8090,0.032872,0.00313,map,NA
22413,17466,8089,0.032405,0.012761,map,NA
22319,17502,8088,0.042603,0.008863,map,NA
22226,17538,8087,0.059520000000000003,0.009376,map,NA
22133,17575,8085,0.055832,0.010439,map,NA
22039,17611,8084,0.05804,0.01043,map,NA
21946,17647,8083,0.059391,0.014842,map,NA
21853,17683,8082,0.065172,0.018173,map,NA
21759,17719,8080,0.050757,0.011798,map,NA
21666,17755,8079,0.05504,0.007625,map,NA
21573,17792,8078,0.060494,0.010081,map,NA
21480,17828,8077,0.061197,0.008872,map,NA
21386,17864,8075,0.055054,0.0129,map,NA
21293,17900,8074,0.044584,0.013491,map,NA
21200,17936,8073,0.068007,0.01323,map,NA
21106,17973,8072,0.050602,0.011635,map,NA
21013,18009,8070,0.03946,0.003478,map,NA
20920,18045,8069,0.0316,0.005349,map,NA
20826,18081,8068,0.033676,0.007918,map,NA
20733,18117,8067,0.037111,0.009815,map,NA
20640,18154,8065,0.053452,0.009294,map,NA
20547,18190,8064,0.046508,0.008823,map,NA
20453,18226,8063,0.029949,0.009345,map,NA
22901,17390,8092,0.043886,0.004581,map,NA
22808,17426,8091,0.031603,0.00918,map,NA
22714,17462,8089,0.032265,0.007523,map,NA
22621,17499,8088,0.03418,0.005673,map,NA
22527,17535,8087,0.03262,0.0068780000000000004,map,NA
22434,17571,8086,0.035345,0.004557,map,NA
22340,17607,8084,0.038336,0.006601,map,NA
22247,17643,8083,0.054027,0.011957,map,NA
22153,17679,8082,0.051861,0.011315,map,NA
22060,17715,8081,0.052241,0.014706,map,NA
21966,17751,8079,0.052883,0.009376,map,NA
21873,17787,8078,0.058254,0.007873,map,NA
21779,17823,8077,0.056541,0.006973,map,NA
21686,17859,8076,0.055253,0.010059,map,NA
21593,17895,8075,0.058264,0.014603,map,NA
21499,17931,8073,0.062787,0.006099,map,NA
21406,17967,8072,0.049979,0.017552,map,NA
21312,18003,8071,0.051683,0.005342,map,NA
21219,18040,8070,0.05594,0.005697,map,NA
21125,18076,8068,0.058298,0.011045,map,NA
21032,18112,8067,0.042317,0.0104,map,NA
20938,18148,8066,0.033857,0.010225,map,NA
20845,18184,8065,0.029623,0.001745,map,NA
20751,18220,8063,0.031187,0.007626,map,NA
20658,18256,8062,0.04825,0.006695,map,NA
20565,18292,8061,0.042862,0.013487,map,NA
20471,18328,8060,0.030422,0.008194,map,NA
22829,17532,8087,0.035799,0.015082,map,NA
22736,17568,8086,0.03464,0.006863,map,NA
22642,17604,8085,0.034782,0.002466,map,NA
22549,17639,8084,0.030977,0.003954,map,NA
22455,17675,8082,0.036779,0.00591,map,NA
22361,17711,8081,0.045713,0.006809,map,NA
22268,17747,8080,0.055808,0.004802,map,NA
22174,17783,8079,0.066589,0.014913,map,NA
22080,17819,8077,0.056478,0.003479,map,NA
21987,17855,8076,0.063687,0.012485,map,NA
21893,17891,8075,0.054411,0.016951,map,NA
21800,17927,8074,0.057174,0.0136,map,NA
21706,17963,8072,0.064052,0.014206,map,NA
21612,17999,8071,0.058508,0.010353,map,NA
21519,18035,8070,0.071372,0.018918,map,NA
21425,18071,8069,0.047908,0.010794,map,NA
21331,18107,8067,0.059762,0.009257,map,NA
21238,18143,8066,0.060388,0.011421,map,NA
21144,18179,8065,0.064207,0.004221,map,NA
21051,18214,8064,0.043104,0.01067,map,NA
20957,18250,8063,0.030018,0.0055,map,NA
20863,18286,8061,0.036448,0.009039,map,NA
20770,18322,8060,0.041338,0.010694,map,NA
20676,18358,8059,0.06162,0.007376,map,NA
20583,18394,8058,0.039695,0.007225,map,NA
20489,18430,8056,0.034131,0.0066,map,NA
22851,17637,8084,0.040547,0.010437,map,NA
22757,17673,8083,0.033298,0.005172,map,NA
22664,17709,8082,0.034425,0.006243,map,NA
22570,17744,8080,0.036194,0.004977,map,NA
22476,17780,8079,0.031276,0.002611,map,NA
22382,17816,8078,0.038142,0.004518,map,NA
22289,17852,8077,0.0628,0.009392,map,NA
22195,17888,8075,0.061491,0.010085,map,NA
22101,17923,8074,0.058537,0.009484,map,NA
22007,17959,8073,0.060397,0.006747,map,NA
21913,17995,8072,0.053473,0.01389,map,NA
21820,18031,8070,0.060808,0.015073,map,NA
21726,18067,8069,0.057654,0.005888,map,NA
21632,18102,8068,0.06726,0.018767,map,NA
21538,18138,8067,0.073446,0.016302,map,NA
21445,18174,8065,0.053344,0.01235,map,NA
21351,18210,8064,0.044885,0.010771,map,NA
21257,18246,8063,0.059776,0.016739,map,NA
21163,18282,8062,0.064262,0.008352,map,NA
21069,18317,8061,0.041183,0.008732,map,NA
20976,18353,8059,0.030641,0.002931,map,NA
20882,18389,8058,0.029447,0.006686,map,NA
20788,18425,8057,0.038733,0.011827,map,NA
20694,18461,8056,0.050715,0.005525,map,NA
20601,18496,8054,0.036836,0.004036,map,NA
20507,18532,8053,0.03682,0.00407,map,NA
22873,17742,8081,0.040951,0.006447,map,NA
22779,17778,8079,0.035736,0.009287,map,NA
22685,17814,8078,0.039169,0.011759,map,NA
22590,17850,8077,0.034676,0.007963,map,NA
22496,17885,8076,0.042438,0.007496,map,NA
22402,17921,8074,0.035623,0.004369,map,NA
22308,17957,8073,0.060241,0.00832,map,NA
22214,17993,8072,0.066324,0.012479,map,NA
22120,18028,8071,0.059288,0.019415,map,NA
22025,18064,8070,0.062708,0.004238,map,NA
21931,18100,8068,0.04805,0.012765,map,NA
21837,18136,8067,0.050449,0.003932,map,NA
21743,18171,8066,0.057274,0.008696,map,NA
21649,18207,8065,0.063097,0.009944,map,NA
21555,18243,8063,0.06615,0.010867,map,NA
21460,18279,8062,0.055177,0.006921,map,NA
21366,18314,8061,0.052724,0.016671,map,NA
21272,18350,8060,0.056312,0.007526,map,NA
21178,18386,8058,0.068039,0.014058,map,NA
21084,18422,8057,0.042843,0.002891,map,NA
20990,18458,8056,0.03263,0.005939,map,NA
20896,18493,8055,0.035347,0.006261,map,NA
20801,18529,8054,0.037597,0.007454,map,NA
20707,18565,8052,0.047184,0.003759,map,NA
20613,18601,8051,0.033208,0.004538,map,NA
20519,18636,8050,0.03338,0.00723,map,NA
22894,17848,8077,0.041027,0.006931,map,NA
22800,17883,8076,0.030959,0.010069,map,NA
22705,17919,8075,0.0367,0.005872,map,NA
22611,17955,8074,0.034591,0.006625,map,NA
22516,17990,8072,0.03102,0.008602,map,NA
22422,18026,8071,0.036035,0.004376,map,NA
22327,18062,8070,0.061742,0.007024,map,NA
22233,18098,8069,0.058164,0.007645,map,NA
22138,18133,8067,0.056911,0.003608,map,NA
22044,18169,8066,0.064294,0.01629,map,NA
21949,18205,8065,0.05751,0.014552,map,NA
21855,18240,8064,0.063061,0.013026,map,NA
21760,18276,8063,0.05785,0.015938,map,NA
21665,18312,8061,0.072643,0.009517,map,NA
21571,18348,8060,0.064937,0.010127,map,NA
21476,18383,8059,0.05292,0.010465,map,NA
21382,18419,8058,0.044153,0.009365,map,NA
21287,18455,8056,0.060808,0.01415,map,NA
21193,18490,8055,0.059819,0.00743,map,NA
21098,18526,8054,0.049173,0.008919,map,NA
21004,18562,8053,0.032341,0.0092,map,NA
20909,18598,8051,0.03983,0.011578,map,NA
20815,18633,8050,0.04046,0.013199,map,NA
20720,18669,8049,0.056166,0.006304,map,NA
20626,18705,8048,0.045709,0.006577,map,NA
20531,18741,8046,0.033513,0.003091,map,NA
22916,17953,8074,0.04127,0.010033,map,NA
22821,17989,8073,0.038101,0.007425,map,NA
22726,18024,8072,0.029751,0.00621,map,NA
22631,18060,8070,0.035236,0.004005,map,NA
22536,18096,8069,0.036533,0.004895,map,NA
22442,18131,8068,0.042045,0.009265,map,NA
22347,18167,8067,0.052639,0.002515,map,NA
22252,18203,8065,0.063367,0.015203,map,NA
22157,18238,8064,0.060251,0.013681,map,NA
22062,18274,8063,0.052017,0.013076,map,NA
21967,18310,8062,0.046779,0.006651,map,NA
21872,18345,8060,0.053085,0.011741,map,NA
21777,18381,8059,0.059766,0.010073,map,NA
21682,18417,8058,0.05877,0.011836,map,NA
21587,18452,8057,0.062732,0.009778,map,NA
21492,18488,8056,0.052245,0.009583,map,NA
21397,18524,8054,0.052694,0.010318,map,NA
21303,18559,8053,0.059013,0.009683,map,NA
21208,18595,8052,0.064444,0.006942,map,NA
21113,18631,8051,0.038455,0.011403,map,NA
21018,18666,8049,0.031848,0.006215,map,NA
20923,18702,8048,0.031381,0.003529,map,NA
20828,18738,8047,0.036953,0.006254,map,NA
20733,18773,8046,0.055059,0.006335,map,NA
20638,18809,8044,0.038681,0.008883,map,NA
20543,18845,8043,0.035014000000000003,0.009244,map,NA
22938,18058,8071,0.035576000000000003,0.007458,map,NA
22842,18094,8069,0.030928,0.007978,map,NA
22747,18129,8068,0.028874,0.005081,map,NA
22652,18165,8067,0.036134,0.005907,map,NA
22557,18201,8066,0.031142,0.006277,map,NA
22461,18236,8065,0.042756,0.008997,map,NA
22366,18272,8063,0.055972,0.01339,map,NA
22271,18308,8062,0.065908,0.012791,map,NA
22175,18343,8061,0.060247,0.005836,map,NA
22080,18379,8060,0.058965,0.008146,map,NA
21985,18414,8058,0.057324,0.008277,map,NA
21889,18450,8057,0.052187,0.008766,map,NA
21794,18486,8056,0.055411,0.013173,map,NA
21699,18521,8055,0.0593,0.012685,map,NA
21604,18557,8053,0.069534,0.008533,map,NA
21508,18593,8052,0.052065,0.014799,map,NA
21413,18628,8051,0.049023,0.012226,map,NA
21318,18664,8050,0.067825,0.018671,map,NA
21222,18699,8049,0.070239,0.010639,map,NA
21127,18735,8047,0.046793,0.008278,map,NA
21032,18771,8046,0.029871,0.006592,map,NA
20937,18806,8045,0.03031,0.005474,map,NA
20841,18842,8044,0.034053,0.008884,map,NA
20746,18878,8042,0.04752,0.011311,map,NA
20651,18913,8041,0.039613,0.009961,map,NA
20555,18949,8040,0.035356,0.00588,map,NA
22959,18163,8067,0.044585,0.012724,map,NA
22864,18199,8066,0.03262,0.008901,map,NA
22768,18235,8065,0.038199,0.011091,map,NA
22672,18270,8064,0.037339,0.003726,map,NA
22577,18306,8062,0.036918,0.007881,map,NA
22481,18341,8061,0.034983,0.008068,map,NA
22385,18377,8060,0.049589,0.007907,map,NA
22290,18413,8059,0.058226,0.011032,map,NA
22194,18448,8057,0.064181,0.01222,map,NA
22098,18484,8056,0.058571,0.008432,map,NA
22003,18519,8055,0.044209,0.003753,map,NA
21907,18555,8054,0.056798,0.017348,map,NA
21811,18590,8053,0.063477,0.0105,map,NA
21716,18626,8051,0.066194,0.005931,map,NA
21620,18662,8050,0.068979,0.016191,map,NA
21524,18697,8049,0.048148,0.004566,map,NA
21429,18733,8048,0.053733,0.01018,map,NA
21333,18768,8046,0.057878,0.013904,map,NA
21237,18804,8045,0.065013,0.010546,map,NA
21142,18840,8044,0.042744,0.005043,map,NA
21046,18875,8043,0.026641,0.007021,map,NA
20950,18911,8041,0.033072,0.007476,map,NA
20855,18946,8040,0.037551,0.006494,map,NA
20759,18982,8039,0.053705,0.014212,map,NA
20663,19017,8038,0.034355,0.010262,map,NA
20567,19053,8037,0.039612,0.005767,map,NA
22981,18269,8064,0.043963,0.019755,map,NA
22885,18304,8063,0.030192,0.007646,map,NA
22789,18340,8062,0.045552,0.015402,map,NA
22693,18375,8060,0.033875,0.008247,map,NA
22597,18411,8059,0.038184,0.005241,map,NA
22501,18446,8058,0.039349,0.007078,map,NA
22405,18482,8057,0.047196,0.009695,map,NA
22309,18518,8055,0.061226,0.00738,map,NA
22213,18553,8054,0.054597,0.011577,map,NA
22116,18589,8053,0.057903,0.008037,map,NA
22020,18624,8052,0.058863,0.017162,map,NA
21924,18660,8050,0.048388,0.009263,map,NA
21828,18695,8049,0.067762,0.008543,map,NA
21732,18731,8048,0.062201,0.018462,map,NA
21636,18766,8047,0.072341,0.010424,map,NA
21540,18802,8046,0.055862,0.007727,map,NA
21444,18837,8044,0.04863,0.012549,map,NA
21348,18873,8043,0.05359,0.010662,map,NA
21252,18908,8042,0.062821,0.007118,map,NA
21156,18944,8041,0.037659,0.005956,map,NA
21060,18979,8039,0.028422,0.006304,map,NA
20964,19015,8038,0.033109,0.006293,map,NA
20868,19051,8037,0.035084,0.006717,map,NA
20772,19086,8036,0.051915,0.006239,map,NA
20676,19122,8034,0.04177,0.012872,map,NA
20580,19157,8033,0.040386,0.006185,map,NA
23003,18374,8061,0.038404,0.007978,map,NA
22906,18410,8059,0.030945,0.013943,map,NA
22810,18445,8058,0.038138,0.00481,map,NA
22713,18481,8057,0.04294,0.00632,map,NA
22617,18516,8056,0.036145,0.007569,map,NA
22520,18552,8054,0.030152,0.00826,map,NA
22424,18587,8053,0.047353,0.005203,map,NA
22328,18623,8052,0.054897,0.009519,map,NA
22231,18658,8051,0.057888,0.017285,map,NA
22135,18694,8050,0.058148,0.009063,map,NA
22038,18729,8048,0.05274,0.010716,map,NA
21942,18764,8047,0.054003,0.011034,map,NA
21845,18800,8046,0.055177,0.010114,map,NA
21749,18835,8045,0.058732,0.006297,map,NA
21653,18871,8043,0.07457,0.011085,map,NA
21556,18906,8042,0.053012,0.011984,map,NA
21460,18942,8041,0.052291,0.01228,map,NA
21363,18977,8040,0.062891,0.007248,map,NA
21267,19013,8039,0.055605,0.003238,map,NA
21170,19048,8037,0.051152,0.007361,map,NA
