y,x,z,mg_ca,st_dev,sample_mode,dist
12834,31234,7641,0.061772,0.032213,map,NA
12927,31184,7642,0.045469999999999997,0.025806,map,NA
13018,31136,7644,0.073334,0.033437,map,NA
13108,31089,7646,0.070322,0.025836,map,NA
13199,31041,7647,0.053124,0.009368,map,NA
13290,30994,7649,0.081057,0.024991,map,NA
13380,30946,7650,0.065886,0.022056,map,NA
13471,30899,7652,0.076569,0.037271,map,NA
13562,30851,7654,0.063487,0.019141,map,NA
13652,30804,7655,0.060721,0.035165,map,NA
13743,30756,7657,0.056734,0.018979,map,NA
13834,30708,7658,0.063718,0.039811,map,NA
13924,30661,7660,0.057622,0.018368,map,NA
14015,30613,7662,0.084484,0.02634,map,NA
14106,30566,7663,0.089842,0.023843,map,NA
14196,30518,7665,0.058787,0.026237,map,NA
14287,30471,7666,0.107318,0.034619,map,NA
14378,30423,7668,0.077159,0.046295,map,NA
14468,30376,7670,0.055371,0.022636,map,NA
14559,30328,7671,0.05156,0.015785,map,NA
14647,30268,7673,0.036562,0.010193,map,NA
14734,30208,7675,0.036279,0.0117,map,NA
14822,30148,7677,0.04087,0.013162,map,NA
14910,30088,7679,0.043376,0.01464,map,NA
14997,30028,7681,0.056068,0.008727,map,NA
15085,29968,7683,0.056422,0.015642,map,NA
15173,29907,7685,0.05546,0.008596,map,NA
15260,29847,7687,0.040148,0.007499,map,NA
15348,29787,7689,0.047598,0.014395,map,NA
15436,29727,7691,0.046204,0.026647,map,NA
15523,29667,7693,0.056727,0.021717,map,NA
15611,29607,7695,0.061991,0.012195,map,NA
15695,29552,7697,0.052125,0.01442,map,NA
15778,29496,7699,0.041931,0.012088,map,NA
15862,29441,7701,0.049237,0.017787,map,NA
15945,29385,7703,0.044153,0.004475,map,NA
16029,29330,7705,0.044882,0.006704,map,NA
16112,29274,7706,0.051515,0.010227,map,NA
16196,29219,7708,0.044155,0.013366,map,NA
16280,29164,7710,0.047359,0.009664,map,NA
16363,29108,7712,0.05361,0.006077,map,NA
16447,29053,7714,0.046947,0.02094,map,NA
16530,28997,7716,0.046363,0.012606,map,NA
16614,28942,7718,0.059036,0.013586,map,NA
16696,28878,7720,0.052144,0.011238,map,NA
16777,28814,7722,0.104807,0.052489,map,NA
16859,28750,7724,0.086271,0.045867,map,NA
16941,28685,7726,0.055789,0.013381,map,NA
17023,28621,7728,0.058043,0.028453,map,NA
17104,28557,7730,0.052178,0.010078,map,NA
17186,28493,7732,0.055625,0.024221,map,NA
17262,28422,7735,0.059445,0.011685,map,NA
17337,28351,7737,0.070002,0.024255,map,NA
17413,28280,7739,0.070386,0.058437,map,NA
17489,28208,7742,0.08827,0.029653,map,NA
17564,28137,7744,0.074869,0.043842,map,NA
17640,28066,7746,0.077791,0.04213,map,NA
17716,27995,7749,0.110305,0.065224,map,NA
17792,27924,7751,0.097057,0.042825,map,NA
17867,27853,7753,0.070235,0.027418,map,NA
17943,27781,7756,0.078703,0.031064,map,NA
18019,27710,7758,0.057638,0.022787,map,NA
18094,27639,7761,0.052101,0.028219,map,NA
18170,27568,7763,0.057675,0.016244,map,NA
18231,27485,7766,0.090778,0.069732,map,NA
18292,27401,7768,0.07432,0.040788,map,NA
18353,27318,7771,0.069515,0.027558,map,NA
18414,27234,7774,0.074151,0.034677,map,NA
18475,27151,7776,0.064717,0.022122,map,NA
18536,27068,7779,0.096196,0.051617,map,NA
18597,26984,7782,0.100201,0.044314,map,NA
18658,26901,7785,0.08817,0.054677,map,NA
18719,26817,7787,0.070113,0.035435,map,NA
18780,26734,7790,0.108135,0.067685,map,NA
18841,26650,7793,0.056437,0.029957,map,NA
18902,26567,7795,0.054631,0.019164,map,NA
18942,26475,7798,0.082246,0.038364,map,NA
18982,26383,7801,0.066825,0.057160999999999997,map,NA
19022,26291,7804,0.076836,0.056405,map,NA
19062,26199,7807,0.103028,0.056399,map,NA
19102,26107,7810,0.073762,0.030276,map,NA
19142,26015,7813,0.09282,0.042708,map,NA
19182,25923,7816,0.061165,0.017997,map,NA
19222,25832,7819,0.087505,0.035673,map,NA
19262,25740,7822,0.095718,0.040175,map,NA
19302,25648,7825,0.105112,0.061935,map,NA
19342,25556,7828,0.07442,0.021574,map,NA
19382,25464,7831,0.090339,0.032616,map,NA
19422,25372,7834,0.076469,0.032097,map,NA
19462,25280,7837,0.075353,0.040144,map,NA
19502,25188,7840,0.082977,0.017222,map,NA
19552,25100,7843,0.156581,0.042284,map,NA
19602,25012,7846,0.076567,0.020308,map,NA
19652,24924,7849,0.071477,0.028299,map,NA
19703,24836,7851,0.084201,0.041487,map,NA
19753,24748,7854,0.053285,0.019206,map,NA
19803,24660,7857,0.031755,0.007792,map,NA
19853,24572,7860,0.051087,0.008713,map,NA
19903,24483,7863,0.086346,0.03923,map,NA
19953,24395,7866,0.092044,0.040745,map,NA
20003,24307,7869,0.070473,0.049809,map,NA
20054,24219,7871,0.038307,0.009573,map,NA
20104,24131,7874,0.039015,0.009613,map,NA
20154,24043,7877,0.094306,0.106666,map,NA
20204,23955,7880,0.061694,0.02774,map,NA
20236,23856,7883,0.069579,0.048419,map,NA
20268,23757,7886,0.039784,0.011834,map,NA
20301,23659,7890,0.098729,0.057424,map,NA
20333,23560,7893,0.068497,0.03618,map,NA
20365,23461,7896,0.050936,0.02427,map,NA
20397,23362,7899,0.086352,0.074261,map,NA
20430,23263,7902,0.08274,0.04531,map,NA
20462,23164,7905,0.086414,0.047412,map,NA
20494,23066,7909,0.073961,0.023043,map,NA
20526,22967,7912,0.102983,0.057863,map,NA
20559,22868,7915,0.061421,0.012488,map,NA
20591,22769,7918,0.082081,0.047549,map,NA
20623,22670,7921,0.077984,0.056304,map,NA
20655,22571,7925,0.065569,0.029606,map,NA
20688,22473,7928,0.059856,0.020498,map,NA
20720,22374,7931,0.05459,0.02537,map,NA
20752,22275,7934,0.06283,0.031364,map,NA
20765,22157,7938,0.075606,0.060373,map,NA
20777,22040,7942,0.054847,0.041404,map,NA
20790,21922,7945,0.078676,0.04726,map,NA
20802,21805,7949,0.082868,0.043447,map,NA
20815,21687,7953,0.063979,0.024435,map,NA
20799,21583,7956,0.076904,0.016456,map,NA
20784,21479,7959,0.075008,0.056711,map,NA
20768,21376,7963,0.075727,0.021886,map,NA
20753,21272,7966,0.0584,0.024086,map,NA
20737,21168,7969,0.068963,0.043416,map,NA
20722,21064,7973,0.068637,0.013769,map,NA
20706,20961,7976,0.082842,0.040287,map,NA
20691,20857,7979,0.089811,0.01797,map,NA
20675,20753,7983,0.071131,0.01084,map,NA
20660,20649,7986,0.061146,0.026344,map,NA
20644,20546,7989,0.049377,0.019076,map,NA
20629,20442,7992,0.049671,0.021223,map,NA
20613,20338,7996,0.046464,0.006896,map,NA
20601,20234,7999,0.087226,0.044629,map,NA
20589,20130,8002,0.055347,0.027229,map,NA
20578,20026,8006,0.055174,0.012476,map,NA
20566,19922,8009,0.050027,0.013723,map,NA
20554,19817,8012,0.056109,0.014829,map,NA
20542,19713,8016,0.060133,0.024266,map,NA
20531,19609,8019,0.079915,0.018118,map,NA
20519,19505,8022,0.074418,0.02327,map,NA
20507,19401,8025,0.081047,0.035127,map,NA
20495,19297,8029,0.087925,0.046858,map,NA
20484,19193,8032,0.064588,0.040744,map,NA
20472,19089,8035,0.074748,0.022055,map,NA
20460,18984,8039,0.089384,0.027236,map,NA
20448,18880,8042,0.097341,0.029005,map,NA
20437,18776,8045,0.063921,0.046677,map,NA
20425,18672,8049,0.05991,0.022565,map,NA
20413,18568,8052,0.08736,0.048487,map,NA
20395,18466,8055,0.048056,0.014782,map,NA
20378,18364,8058,0.054883,0.017833,map,NA
20360,18262,8062,0.07559,0.036861,map,NA
20342,18160,8065,0.087191,0.026871,map,NA
20325,18058,8068,0.088472,0.037603,map,NA
20307,17956,8071,0.062136,0.024856,map,NA
20289,17854,8075,0.065716,0.034921,map,NA
20271,17752,8078,0.077786,0.064688,map,NA
20254,17650,8081,0.049869,0.014193,map,NA
20236,17548,8084,0.061276,0.012366,map,NA
20218,17446,8087,0.067991,0.031209,map,NA
20201,17345,8091,0.061035,0.023308,map,NA
20183,17243,8094,0.063658,0.016189,map,NA
20165,17141,8097,0.05969,0.03032,map,NA
20148,17039,8100,0.051451,0.011566,map,NA
20130,16937,8104,0.053376,0.019955,map,NA
20112,16835,8107,0.06405,0.029201,map,NA
20094,16733,8110,0.054886,0.020199,map,NA
20077,16631,8113,0.066739,0.027707,map,NA
20059,16529,8116,0.104015,0.078129,map,NA
20041,16427,8120,0.064386,0.027415,map,NA
20024,16325,8123,0.049737,0.01799,map,NA
20006,16223,8126,0.104578,0.042958,map,NA
19977,16119,8129,0.083843,0.04327,map,NA
19949,16015,8133,0.066597,0.042647,map,NA
19920,15911,8136,0.078493,0.036471,map,NA
19892,15808,8139,0.071594,0.033473,map,NA
19863,15704,8143,0.070283,0.039237,map,NA
19835,15600,8146,0.06728,0.019005,map,NA
19806,15496,8149,0.080634,0.069677,map,NA
19772,15397,8152,0.106296,0.055784,map,NA
19738,15298,8155,0.081392,0.051418,map,NA
19704,15200,8158,0.074416,0.027862,map,NA
19670,15101,8162,0.072511,0.032637,map,NA
19636,15002,8165,0.072257,0.018154,map,NA
19602,14903,8168,0.053059,0.017994,map,NA
19568,14804,8171,0.075632,0.016804,map,NA
19534,14706,8174,0.074568,0.02266,map,NA
19500,14607,8177,0.077837,0.039123,map,NA
19466,14508,8180,0.064073,0.027274,map,NA
19432,14409,8183,0.061929,0.016045,map,NA
19398,14310,8187,0.104752,0.088009,map,NA
19364,14212,8190,0.069186,0.018964,map,NA
19330,14113,8193,0.052756,0.024427,map,NA
19296,14014,8196,0.056259,0.014941,map,NA
19250,13922,8199,0.052505,0.03473,map,NA
19205,13829,8202,0.061459,0.029731,map,NA
19159,13737,8205,0.105502,0.057819,map,NA
19114,13645,8207,0.095501,0.064718,map,NA
19068,13552,8210,0.104138,0.038456,map,NA
19023,13460,8213,0.073952,0.020054,map,NA
18977,13368,8216,0.071444,0.03115,map,NA
18932,13276,8219,0.07929,0.06626,map,NA
18886,13183,8222,0.082285,0.02595,map,NA
18840,13091,8225,0.099359,0.073185,map,NA
18795,12999,8228,0.043483,0.020702,map,NA
18749,12906,8231,0.054318,0.015173,map,NA
18704,12814,8234,0.058253,0.010924,map,NA
18658,12722,8236,0.068994,0.010693,map,NA
18613,12629,8239,0.078319,0.017908,map,NA
18567,12537,8242,0.059312,0.013371,map,NA
18527,12445,8245,0.056548,0.028092,map,NA
18486,12354,8248,0.063087,0.02138,map,NA
18446,12262,8251,0.081316,0.030321,map,NA
18405,12171,8254,0.063482,0.022195,map,NA
18365,12079,8257,0.065695,0.021014,map,NA
18324,11987,8259,0.178099,0.069862,map,NA
18284,11896,8262,0.089206,0.020447,map,NA
18243,11804,8265,0.058125,0.021085,map,NA
18203,11713,8268,0.058277,0.025753,map,NA
18162,11621,8271,0.078731,0.0233,map,NA
18122,11529,8274,0.042778,0.013857,map,NA
18081,11438,8277,0.06056,0.02274,map,NA
18041,11346,8280,0.051097,0.0134,map,NA
18000,11255,8282,0.048336,0.012221,map,NA
17960,11163,8285,0.040363,0.017842,map,NA
17916,11067,8288,0.063856,0.018253,map,NA
17871,10970,8291,0.096507,0.052236,map,NA
17827,10874,8294,0.047907,0.017304,map,NA
17782,10777,8298,0.060826,0.030719,map,NA
17738,10681,8301,0.117257,0.062078,map,NA
17694,10584,8304,0.100018,0.034704,map,NA
17649,10488,8307,0.072513,0.031991,map,NA
17605,10391,8310,0.068175,0.033134,map,NA
17560,10295,8313,0.082831,0.038388,map,NA
17516,10198,8316,0.057505,0.022946,map,NA
17472,10102,8319,0.055986,0.035116,map,NA
17427,10005,8322,0.055459,0.014538,map,NA
17383,9909,8325,0.050762,0.020943,map,NA
17338,9812,8328,0.050135,0.019798,map,NA
17294,9716,8331,0.057675,0.029249,map,NA
17251,9614,8334,0.062981,0.022983,map,NA
17208,9512,8337,0.083498,0.047684,map,NA
17165,9410,8340,0.059084,0.009719,map,NA
17122,9308,8344,0.066687,0.025108,map,NA
17080,9205,8347,0.066069,0.03838,map,NA
17037,9103,8350,0.068455,0.013573,map,NA
16994,9001,8353,0.076456,0.029233,map,NA
16951,8899,8357,0.098748,0.040076,map,NA
16908,8797,8360,0.098598,0.050256,map,NA
16860,8701,8363,0.083623,0.046711,map,NA
16812,8606,8366,0.06273,0.040937,map,NA
16764,8510,8369,0.103546,0.042816,map,NA
16716,8415,8372,0.07532,0.024277,map,NA
16668,8319,8375,0.077378,0.026508,map,NA
16620,8224,8378,0.088045,0.018243,map,NA
16571,8128,8381,0.093771,0.034121,map,NA
16523,8033,8384,0.077397,0.036341,map,NA
16475,7937,8387,0.077794,0.026816,map,NA
16427,7842,8390,0.077386,0.014294,map,NA
16379,7746,8393,0.100209,0.022993,map,NA
16331,7651,8396,0.084406,0.049281,map,NA
16283,7555,8399,0.065734,0.016468,map,NA
16234,7462,8402,0.072135,0.031723,map,NA
16184,7369,8405,0.193241,0.086809,map,NA
16135,7277,8407,0.054049,0.027393,map,NA
16086,7184,8410,0.047204,0.007279,map,NA
16036,7091,8413,0.071531,0.020172,map,NA
15987,6998,8416,0.078467,0.029238,map,NA
15938,6906,8419,0.124714,0.0642,map,NA
15889,6813,8422,0.078302,0.011119,map,NA
15839,6720,8425,0.082531,0.027801,map,NA
15790,6627,8428,0.099057,0.053769,map,NA
15741,6535,8431,0.152724,0.11627,map,NA
15691,6442,8434,0.071639,0.011276,map,NA
15642,6349,8436,0.058544,0.01919,map,NA
15585,6256,8439,0.057063,0.012791,map,NA
15528,6162,8442,0.075049,0.044048,map,NA
15472,6069,8445,0.057945,0.020862,map,NA
15415,5975,8448,0.079884,0.05064,map,NA
15358,5882,8451,0.088038,0.039644,map,NA
15301,5788,8454,0.084784,0.015801,map,NA
15245,5695,8457,0.124956,0.046121,map,NA
15188,5601,8460,0.076952,0.020008,map,NA
15131,5508,8463,0.072943,0.020377,map,NA
15069,5422,8465,0.100041,0.07206,map,NA
15007,5336,8468,0.100279,0.023024,map,NA
14945,5249,8471,0.106159,0.082695,map,NA
14883,5163,8473,0.096223,0.040979,map,NA
14821,5077,8476,0.147332,0.079717,map,NA
14760,4991,8479,0.194524,0.049408,map,NA
14698,4905,8482,0.172562,0.140719,map,NA
14636,4819,8484,0.273287,0.307864,map,NA
14574,4732,8487,0.137921,0.049254,map,NA
14512,4646,8490,0.097964,0.038419,map,NA
14450,4560,8492,0.2958,0.495497,map,NA
14382,4482,8495,0.210964,0.136646,map,NA
14313,4403,8497,0.214438,0.215367,map,NA
14245,4324,8500,0.121665,0.073984,map,NA
14176,4246,8502,0.152581,0.060139,map,NA
14108,4167,8504,0.193825,0.052228,map,NA
14040,4089,8507,0.217227,0.079833,map,NA
13971,4011,8509,0.139256,0.049134,map,NA
13903,3932,8512,0.15419,0.168713,map,NA
13821,3875,8513,0.083834,0.02665,map,NA
13738,3818,8515,0.080144,0.02975,map,NA
13656,3761,8517,0.065727,0.029583,map,NA
13574,3704,8519,0.070088,0.011605,map,NA
13491,3647,8520,0.065625,0.020111,map,NA
13409,3590,8522,0.078093,0.01933,map,NA
13327,3532,8524,0.05736,0.016396,map,NA
13244,3475,8526,0.071785,0.03863,map,NA
13162,3418,8527,0.060672,0.027118,map,NA
13080,3361,8529,0.062728,0.036961,map,NA
12997,3304,8531,0.097382,0.056809,map,NA
12915,3247,8533,0.163113,0.203555,map,NA
12843,3160,8535,0.103158,0.083196,map,NA
12771,3073,8538,0.075086,0.020506,map,NA
12699,2986,8541,0.071932,0.033035,map,NA
12627,2900,8543,0.065635,0.027939,map,NA
12555,2813,8546,0.053017,0.016366,map,NA
12483,2726,8549,0.061458,0.008746,map,NA
12411,2651,8551,0.070192,0.009295,map,NA
12340,2577,8553,0.074159,0.030181,map,NA
12268,2502,8556,0.072534,0.037819,map,NA
12197,2427,8558,0.067861,0.027296,map,NA
12125,2353,8560,0.069458,0.058242,map,NA
12054,2278,8563,0.042605,0.008759,map,NA
11982,2203,8565,0.043863,0.023194,map,NA
11910,2129,8567,0.058977,0.019449,map,NA
11839,2054,8570,0.054484,0.04277,map,NA
11767,1979,8572,0.064142,0.023817,map,NA
11696,1905,8574,0.049348,0.020763,map,NA
11624,1830,8576,0.04434,0.012822,map,NA
11544,1767,8578,0.040236,0.014866,map,NA
11463,1703,8580,0.072009,0.031414,map,NA
11382,1640,8582,0.060607,0.014975,map,NA
11302,1576,8584,0.072792,0.035347,map,NA
11222,1513,8586,0.06564,0.032662,map,NA
11141,1449,8588,0.060904,0.017945,map,NA
11061,1386,8590,0.068208,0.029842,map,NA
10980,1322,8592,0.05849,0.02271,map,NA
10900,1259,8594,0.066725,0.021861,map,NA
10819,1195,8596,0.075265,0.036817,map,NA
10732,1144,8597,0.05356,0.007587,map,NA
10644,1092,8599,0.064401,0.016597,map,NA
10557,1041,8601,0.068563,0.017538,map,NA
10470,990,8602,0.177823,0.058007,map,NA
10382,938,8604,0.131404,0.051314,map,NA
10295,887,8605,0.249202,0.12349,map,NA
10208,836,8607,0.561975,0.171984,map,NA
10120,784,8608,0.576419,0.157931,map,NA
10033,733,8610,0.539574,0.070082,map,NA
9945,681,8611,0.528902,0.091045,map,NA
9858,630,8613,0.531568,0.129814,map,NA
9771,579,8614,0.565981,0.104854,map,NA
9683,527,8616,0.4404,0.035874,map,NA
9596,476,8618,0.470411,0.090876,map,NA
9517,409,8620,0.444039,0.088334,map,NA
9437,342,8622,0.483705,0.067081,map,NA
9358,275,8624,0.396441,0.095118,map,NA
9279,208,8626,0.361972,0.084397,map,NA
9199,141,8628,0.370086,0.058607,map,NA
9120,74,8630,0.302729,0.079572,map,NA
9041,7,8632,0.38354,0.065519,map,NA
8961,-60,8634,0.39464,0.058239,map,NA
8882,-128,8636,0.305537,0.033808,map,NA
8802,-195,8638,0.340069,0.07506,map,NA
8723,-262,8640,0.35343,0.087529,map,NA
8644,-329,8642,0.347997,0.065518,map,NA
8564,-396,8644,0.316932,0.056313,map,NA
8485,-463,8646,0.281753,0.035604,map,NA
8406,-530,8648,0.311847,0.036867,map,NA
8326,-597,8650,0.295357,0.06346,map,NA
8247,-664,8653,0.303426,0.054215,map,NA
8210,-759,8656,0.294951,0.075319,map,NA
8174,-854,8659,0.298641,0.056091,map,NA
8137,-949,8662,0.25882,0.062556,map,NA
8100,-1044,8665,0.326459,0.055417,map,NA
8063,-1139,8667,0.304071,0.071212,map,NA
8027,-1233,8670,0.387331,0.033825,map,NA
7990,-1328,8673,0.325167,0.069476,map,NA
7953,-1423,8676,0.314844,0.057381,map,NA
7916,-1518,8679,0.347235,0.080912,map,NA
7880,-1613,8682,0.304573,0.043317,map,NA
7843,-1708,8685,0.397098,0.058438,map,NA
7810,-1802,8688,0.329397,0.057616,map,NA
7777,-1897,8691,0.327028,0.052898,map,NA
7745,-1992,8694,0.379557,0.082212,map,NA
7712,-2086,8697,0.317733,0.053044,map,NA
7679,-2180,8700,0.296053,0.026381,map,NA
7646,-2275,8703,0.287274,0.052286,map,NA
7614,-2370,8706,0.305086,0.038495,map,NA
7581,-2464,8709,0.335071,0.044151,map,NA
7548,-2558,8712,0.313312,0.037826,map,NA
7515,-2653,8715,0.259016,0.042096,map,NA
7482,-2748,8718,0.288921,0.040341,map,NA
7450,-2842,8721,0.26382,0.029427,map,NA
7417,-2936,8724,0.252855,0.033047,map,NA
7384,-3031,8727,0.254691,0.027545,map,NA
7350,-3136,8730,0.241395,0.031436,map,NA
7316,-3242,8734,0.244074,0.028273,map,NA
7282,-3347,8737,0.241637,0.027873,map,NA
7248,-3452,8740,0.24363,0.034939,map,NA
7213,-3558,8744,0.230181,0.018036,map,NA
7179,-3663,8747,0.207436,0.017397,map,NA
7145,-3768,8750,0.203293,0.020854,map,NA
7111,-3874,8754,0.207526,0.040302,map,NA
7291,-3763,8750,0.221253,0.023442,map,NA
7411,-3735,8750,0.303507,0.039858,map,NA
7312,-3646,8747,0.238734,0.037235,map,NA
7483,-3661,8747,0.280034,0.043076,map,NA
7405,-3591,8745,0.292004,0.019117,map,NA
7326,-3522,8743,0.263181,0.016993,map,NA
7530,-3564,8744,0.271044,0.021625,map,NA
7447,-3492,8742,0.275243,0.02422,map,NA
7365,-3420,8739,0.270737,0.014204,map,NA
7596,-3486,8742,0.278235,0.018583,map,NA
7503,-3405,8739,0.294633,0.021421,map,NA
7409,-3323,8736,0.291,0.01037,map,NA
7683,-3426,8740,0.255307,0.031265,map,NA
7599,-3353,8738,0.252767,0.037305,map,NA
7516,-3281,8735,0.256749,0.041563,map,NA
7433,-3209,8733,0.278725,0.031297,map,NA
7766,-3362,8738,0.271408,0.028395,map,NA
7690,-3296,8736,0.285908,0.045528,map,NA
7613,-3230,8734,0.251349,0.027036,map,NA
7537,-3163,8731,0.283007,0.008751,map,NA
7460,-3097,8729,0.304638,0.046311,map,NA
7835,-3288,8736,0.319699,0.040853,map,NA
7751,-3218,8733,0.287261,0.009534,map,NA
7668,-3148,8731,0.284827,0.022475,map,NA
7584,-3077,8729,0.266628,0.031081,map,NA
7500,-3007,8726,0.322547,0.044492,map,NA
7917,-3225,8734,0.364704,0.036472,map,NA
7839,-3161,8732,0.265509,0.017731,map,NA
7761,-3098,8730,0.269371,0.02652,map,NA
7683,-3034,8727,0.274519,0.037083,map,NA
7605,-2970,8725,0.284534,0.023503,map,NA
7528,-2906,8723,0.292918,0.037603,map,NA
7987,-3152,8732,0.327277,0.015173,map,NA
7903,-3085,8729,0.313486,0.032165,map,NA
7819,-3017,8727,0.282369,0.010531,map,NA
7735,-2950,8725,0.282569,0.025876,map,NA
7651,-2882,8723,0.282634,0.026616,map,NA
7567,-2815,8720,0.315164,0.024482,map,NA
8069,-3088,8730,0.31391,0.027135,map,NA
7990,-3026,8728,0.280692,0.018885,map,NA
7911,-2964,8725,0.304685,0.037086,map,NA
7832,-2902,8723,0.288723,0.014054,map,NA
7752,-2839,8721,0.308266,0.010201,map,NA
7673,-2777,8719,0.30347,0.031822,map,NA
7594,-2715,8717,0.325492,0.024142,map,NA
8131,-2978,8726,0.333834,0.010383999999999999,map,NA
8047,-2918,8724,0.301349,0.031745,map,NA
7964,-2858,8722,0.330943,0.019942,map,NA
7881,-2798,8720,0.295211,0.031699,map,NA
7798,-2738,8718,0.308917,0.013269,map,NA
7714,-2678,8716,0.305618,0.027014,map,NA
7631,-2618,8714,0.290776,0.020448,map,NA
8193,-2867,8723,0.416574,0.047335,map,NA
8105,-2810,8721,0.271243,0.014863,map,NA
8018,-2752,8719,0.292112,0.012954,map,NA
7930,-2694,8717,0.316463,0.012441,map,NA
7843,-2637,8715,0.308137,0.020249,map,NA
7756,-2579,8713,0.304703,0.017536,map,NA
7668,-2522,8711,0.335374,0.042343,map,NA
8386,-2867,8723,1.102351,0.1252,map,NA
8300,-2812,8721,0.515325,0.038355,map,NA
8214,-2756,8719,0.333278,0.041619,map,NA
8128,-2701,8717,0.261568,0.012347,map,NA
8042,-2646,8715,0.311771,0.013011,map,NA
7957,-2591,8714,0.317029,0.015073,map,NA
7871,-2535,8712,0.303527,0.017535,map,NA
7785,-2480,8710,0.325313,0.02023,map,NA
7699,-2425,8708,0.35479,0.040645,map,NA
8397,-2750,8719,0.658148,0.040602,map,NA
8304,-2690,8717,0.297403,0.028265,map,NA
8210,-2631,8715,0.283304,0.020297,map,NA
8116,-2572,8713,0.310226,0.031456,map,NA
8022,-2512,8711,0.340175,0.019127,map,NA
7928,-2453,8709,0.32546,0.014032,map,NA
7834,-2394,8707,0.321239,0.025249,map,NA
7740,-2334,8705,0.373969,0.041408,map,NA
8505,-2694,8717,0.524127,0.032132,map,NA
8413,-2637,8716,0.349974,0.038564,map,NA
8322,-2580,8714,0.259544,0.02793,map,NA
8230,-2523,8712,0.291361,0.011675,map,NA
8138,-2466,8710,0.270705,0.030439,map,NA
8046,-2409,8708,0.364091,0.017086,map,NA
7954,-2352,8706,0.315799,0.023413,map,NA
7863,-2295,8704,0.329141,0.03795,map,NA
7771,-2238,8702,0.343349,0.022971,map,NA
8612,-2672,8717,0.388797,0.036912,map,NA
8522,-2614,8715,0.352349,0.047847,map,NA
8432,-2555,8713,0.273903,0.029760000000000002,map,NA
8342,-2496,8711,0.265708,0.019067,map,NA
8252,-2438,8709,0.278901,0.023839,map,NA
8162,-2379,8707,0.313818,0.029083,map,NA
8072,-2321,8705,0.347057,0.028809,map,NA
7982,-2262,8703,0.30807,0.020405,map,NA
7892,-2203,8701,0.343924,0.021749,map,NA
7802,-2145,8699,0.345265,0.06114,map,NA
8719,-2651,8716,0.211046,0.013022,map,NA
8631,-2591,8714,0.505326,0.040039,map,NA
